#Software: Microsoft Internet Information Services 7.5
#Version: 1.0
#Date: 2018-09-27 07:37:05
#Fields: date time cs-method cs-uri-stem cs-username c-ip cs-version cs(User-Agent) cs(Referer) sc-status sc-bytes cs-bytes
2018-09-27 07:37:05 HEAD / - 188.165.200.217 HTTP/1.1 Mozilla/4.0+(compatible;+MSIE+5.01;+Windows+NT+5.0) - 200 249 124
#Software: Microsoft Internet Information Services 7.5
#Version: 1.0
#Date: 2018-09-27 08:51:17
#Fields: date time cs-method cs-uri-stem cs-username c-ip cs-version cs(User-Agent) cs(Referer) sc-status sc-bytes cs-bytes
2018-09-27 08:51:16 GET /images/work-img2.jpg - 182.48.129.188 HTTP/1.1 com.google.GoogleMobile/58.0.0+iPhone/12.0+hw/iPhone10_1 - 200 1001601 232
2018-09-27 08:51:28 GET /images/work-img4.jpg - 182.48.129.188 HTTP/1.1 com.google.GoogleMobile/58.0.0+iPhone/12.0+hw/iPhone10_1 - 200 946466 232
#Software: Microsoft Internet Information Services 7.5
#Version: 1.0
#Date: 2018-09-27 09:44:27
#Fields: date time cs-method cs-uri-stem cs-username c-ip cs-version cs(User-Agent) cs(Referer) sc-status sc-bytes cs-bytes
2018-09-27 09:44:27 GET /wp-content/themes/purevision/style.css - 209.90.225.227 HTTP/1.1 Mozilla/5.0+(Windows+NT+6.1;+WOW64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/42.0.2311.152+Safari/537.36 http://kaiparatavern.co.nz/wp-content/themes/purevision/style.css 404 1424 439
#Software: Microsoft Internet Information Services 7.5
#Version: 1.0
#Date: 2018-09-27 10:59:10
#Fields: date time cs-method cs-uri-stem cs-username c-ip cs-version cs(User-Agent) cs(Referer) sc-status sc-bytes cs-bytes
2018-09-27 10:59:10 GET /robots.txt - 54.36.150.125 HTTP/1.1 Mozilla/5.0+(compatible;+AhrefsBot/5.2;++http://ahrefs.com/robot/) - 404 1405 184
2018-09-27 10:59:11 GET / - 54.36.149.25 HTTP/1.1 Mozilla/5.0+(compatible;+AhrefsBot/5.2;++http://ahrefs.com/robot/) - 200 8209 174
