#Software: Microsoft Internet Information Services 7.5
#Version: 1.0
#Date: 2018-06-29 07:09:27
#Fields: date time cs-method cs-uri-stem cs-username c-ip cs-version cs(User-Agent) cs(Referer) sc-status sc-bytes cs-bytes
2018-06-29 07:09:27 GET / - 51.15.138.248 HTTP/1.0 Mozilla/5.0+(Windows+NT+10.0;+rv:61.0)+Gecko/20100101+Firefox/61.0 - 200 34855 260
#Software: Microsoft Internet Information Services 7.5
#Version: 1.0
#Date: 2018-06-29 08:26:55
#Fields: date time cs-method cs-uri-stem cs-username c-ip cs-version cs(User-Agent) cs(Referer) sc-status sc-bytes cs-bytes
2018-06-29 08:26:54 GET / - 180.76.15.33 HTTP/1.1 Mozilla/5.0+(compatible;+Baiduspider/2.0;++http://www.baidu.com/search/spider.html) - 200 8228 225
#Software: Microsoft Internet Information Services 7.5
#Version: 1.0
#Date: 2018-06-29 08:43:33
#Fields: date time cs-method cs-uri-stem cs-username c-ip cs-version cs(User-Agent) cs(Referer) sc-status sc-bytes cs-bytes
2018-06-29 10:26:12 GET /js/boot_slider.js - 27.252.151.146 HTTP/1.1 Mozilla/5.0+(iPad;+CPU+OS+10_3_3+like+Mac+OS+X)+AppleWebKit/603.3.8+(KHTML,+like+Gecko)+Version/10.0+Mobile/14G60+Safari/602.1 http://www.kaiparatavern.co.nz/ 200 5146 341
2018-06-29 10:26:13 GET /images/logo.png - 27.252.151.146 HTTP/1.1 Mozilla/5.0+(iPad;+CPU+OS+10_3_3+like+Mac+OS+X)+AppleWebKit/603.3.8+(KHTML,+like+Gecko)+Version/10.0+Mobile/14G60+Safari/602.1 http://www.kaiparatavern.co.nz/ 200 9464 383
2018-06-29 10:26:14 GET /css/bootstrap.min.css - 27.252.151.146 HTTP/1.1 Mozilla/5.0+(iPad;+CPU+OS+10_3_3+like+Mac+OS+X)+AppleWebKit/603.3.8+(KHTML,+like+Gecko)+Version/10.0+Mobile/14G60+Safari/602.1 http://www.kaiparatavern.co.nz/ 200 121509 360
2018-06-29 10:26:39 GET /images/team2.jpg - 27.252.151.146 HTTP/1.1 Mozilla/5.0+(iPad;+CPU+OS+10_3_3+like+Mac+OS+X)+AppleWebKit/603.3.8+(KHTML,+like+Gecko)+Version/10.0+Mobile/14G60+Safari/602.1 http://www.kaiparatavern.co.nz/ 200 920251 384
2018-06-29 10:26:39 GET /fonts/fontawesome-webfont.woff2 - 27.252.151.146 HTTP/1.1 Mozilla/5.0+(iPad;+CPU+OS+10_3_3+like+Mac+OS+X)+AppleWebKit/603.3.8+(KHTML,+like+Gecko)+Version/10.0+Mobile/14G60+Safari/602.1 http://www.kaiparatavern.co.nz/ 404 1405 363
2018-06-29 10:26:42 GET /images/team1.jpg - 27.252.151.146 HTTP/1.1 Mozilla/5.0+(iPad;+CPU+OS+10_3_3+like+Mac+OS+X)+AppleWebKit/603.3.8+(KHTML,+like+Gecko)+Version/10.0+Mobile/14G60+Safari/602.1 http://www.kaiparatavern.co.nz/ 200 982372 384
2018-06-29 10:26:42 GET /fonts/fontawesome-webfont.woff - 27.252.151.146 HTTP/1.1 Mozilla/5.0+(iPad;+CPU+OS+10_3_3+like+Mac+OS+X)+AppleWebKit/603.3.8+(KHTML,+like+Gecko)+Version/10.0+Mobile/14G60+Safari/602.1 http://www.kaiparatavern.co.nz/ 404 1405 362
2018-06-29 10:26:43 GET /images/team3.jpg - 27.252.151.146 HTTP/1.1 Mozilla/5.0+(iPad;+CPU+OS+10_3_3+like+Mac+OS+X)+AppleWebKit/603.3.8+(KHTML,+like+Gecko)+Version/10.0+Mobile/14G60+Safari/602.1 http://www.kaiparatavern.co.nz/ 200 843003 384
2018-06-29 10:26:47 GET /images/team4.jpg - 27.252.151.146 HTTP/1.1 Mozilla/5.0+(iPad;+CPU+OS+10_3_3+like+Mac+OS+X)+AppleWebKit/603.3.8+(KHTML,+like+Gecko)+Version/10.0+Mobile/14G60+Safari/602.1 http://www.kaiparatavern.co.nz/ 200 957546 384
2018-06-29 10:26:49 GET /fonts/fontawesome-webfont.ttf - 27.252.151.146 HTTP/1.1 Mozilla/5.0+(iPad;+CPU+OS+10_3_3+like+Mac+OS+X)+AppleWebKit/603.3.8+(KHTML,+like+Gecko)+Version/10.0+Mobile/14G60+Safari/602.1 http://www.kaiparatavern.co.nz/ 200 152629 361
2018-06-29 10:27:04 GET /images/work-img2.jpg - 27.252.151.146 HTTP/1.1 Mozilla/5.0+(iPad;+CPU+OS+10_3_3+like+Mac+OS+X)+AppleWebKit/603.3.8+(KHTML,+like+Gecko)+Version/10.0+Mobile/14G60+Safari/602.1 http://www.kaiparatavern.co.nz/ 200 1001601 388
2018-06-29 10:27:10 GET /images/work-img3.jpg - 27.252.151.146 HTTP/1.1 Mozilla/5.0+(iPad;+CPU+OS+10_3_3+like+Mac+OS+X)+AppleWebKit/603.3.8+(KHTML,+like+Gecko)+Version/10.0+Mobile/14G60+Safari/602.1 http://www.kaiparatavern.co.nz/ 200 943143 388
2018-06-29 10:27:21 GET /images/work-img1.jpg - 27.252.151.146 HTTP/1.1 Mozilla/5.0+(iPad;+CPU+OS+10_3_3+like+Mac+OS+X)+AppleWebKit/603.3.8+(KHTML,+like+Gecko)+Version/10.0+Mobile/14G60+Safari/602.1 http://www.kaiparatavern.co.nz/ 200 889310 388
2018-06-29 10:27:23 GET /images/work-img4.jpg - 27.252.151.146 HTTP/1.1 Mozilla/5.0+(iPad;+CPU+OS+10_3_3+like+Mac+OS+X)+AppleWebKit/603.3.8+(KHTML,+like+Gecko)+Version/10.0+Mobile/14G60+Safari/602.1 http://www.kaiparatavern.co.nz/ 200 946466 388
2018-06-29 10:27:29 GET /images/work-img5.jpg - 27.252.151.146 HTTP/1.1 Mozilla/5.0+(iPad;+CPU+OS+10_3_3+like+Mac+OS+X)+AppleWebKit/603.3.8+(KHTML,+like+Gecko)+Version/10.0+Mobile/14G60+Safari/602.1 http://www.kaiparatavern.co.nz/ 200 869467 388
2018-06-29 10:27:43 GET /images/work-img6.jpg - 27.252.151.146 HTTP/1.1 Mozilla/5.0+(iPad;+CPU+OS+10_3_3+like+Mac+OS+X)+AppleWebKit/603.3.8+(KHTML,+like+Gecko)+Version/10.0+Mobile/14G60+Safari/602.1 http://www.kaiparatavern.co.nz/ 200 1093416 388
2018-06-29 10:27:47 GET /images/work-img8.jpg - 27.252.151.146 HTTP/1.1 Mozilla/5.0+(iPad;+CPU+OS+10_3_3+like+Mac+OS+X)+AppleWebKit/603.3.8+(KHTML,+like+Gecko)+Version/10.0+Mobile/14G60+Safari/602.1 http://www.kaiparatavern.co.nz/ 200 915658 388
2018-06-29 10:27:51 GET /images/work-img7.jpg - 27.252.151.146 HTTP/1.1 Mozilla/5.0+(iPad;+CPU+OS+10_3_3+like+Mac+OS+X)+AppleWebKit/603.3.8+(KHTML,+like+Gecko)+Version/10.0+Mobile/14G60+Safari/602.1 http://www.kaiparatavern.co.nz/ 200 1067450 388
2018-06-29 10:27:51 GET /images/work-img9.jpg - 27.252.151.146 HTTP/1.1 Mozilla/5.0+(iPad;+CPU+OS+10_3_3+like+Mac+OS+X)+AppleWebKit/603.3.8+(KHTML,+like+Gecko)+Version/10.0+Mobile/14G60+Safari/602.1 http://www.kaiparatavern.co.nz/ 200 1018615 388
2018-06-29 10:27:52 GET /images/xtra_logo.png - 27.252.151.146 HTTP/1.1 Mozilla/5.0+(iPad;+CPU+OS+10_3_3+like+Mac+OS+X)+AppleWebKit/603.3.8+(KHTML,+like+Gecko)+Version/10.0+Mobile/14G60+Safari/602.1 http://www.kaiparatavern.co.nz/ 200 26596 388
2018-06-29 10:28:13 GET /images/work-img11.jpg - 27.252.151.146 HTTP/1.1 Mozilla/5.0+(iPad;+CPU+OS+10_3_3+like+Mac+OS+X)+AppleWebKit/603.3.8+(KHTML,+like+Gecko)+Version/10.0+Mobile/14G60+Safari/602.1 http://www.kaiparatavern.co.nz/ 200 891396 389
2018-06-29 10:28:13 GET /css/images/cd-top-arrow.svg - 27.252.151.146 HTTP/1.1 Mozilla/5.0+(iPad;+CPU+OS+10_3_3+like+Mac+OS+X)+AppleWebKit/603.3.8+(KHTML,+like+Gecko)+Version/10.0+Mobile/14G60+Safari/602.1 http://www.kaiparatavern.co.nz/ 404 1405 395
2018-06-29 10:28:16 GET /images/info.jpg - 27.252.151.146 HTTP/1.1 Mozilla/5.0+(iPad;+CPU+OS+10_3_3+like+Mac+OS+X)+AppleWebKit/603.3.8+(KHTML,+like+Gecko)+Version/10.0+Mobile/14G60+Safari/602.1 http://www.kaiparatavern.co.nz/ 200 729150 383
2018-06-29 10:28:18 GET /images/work-img10.jpg - 27.252.151.146 HTTP/1.1 Mozilla/5.0+(iPad;+CPU+OS+10_3_3+like+Mac+OS+X)+AppleWebKit/603.3.8+(KHTML,+like+Gecko)+Version/10.0+Mobile/14G60+Safari/602.1 http://www.kaiparatavern.co.nz/ 200 968132 389
2018-06-29 10:28:18 GET /images/banner2.jpg - 27.252.151.146 HTTP/1.1 Mozilla/5.0+(iPad;+CPU+OS+10_3_3+like+Mac+OS+X)+AppleWebKit/603.3.8+(KHTML,+like+Gecko)+Version/10.0+Mobile/14G60+Safari/602.1 http://www.kaiparatavern.co.nz/ 200 46855 386
2018-06-29 10:28:29 GET /images/banner3.jpg - 27.252.151.146 HTTP/1.1 Mozilla/5.0+(iPad;+CPU+OS+10_3_3+like+Mac+OS+X)+AppleWebKit/603.3.8+(KHTML,+like+Gecko)+Version/10.0+Mobile/14G60+Safari/602.1 http://www.kaiparatavern.co.nz/ 200 448536 386
2018-06-29 10:28:36 GET /images/work-img12.jpg - 27.252.151.146 HTTP/1.1 Mozilla/5.0+(iPad;+CPU+OS+10_3_3+like+Mac+OS+X)+AppleWebKit/603.3.8+(KHTML,+like+Gecko)+Version/10.0+Mobile/14G60+Safari/602.1 http://www.kaiparatavern.co.nz/ 200 961465 389
2018-06-29 10:28:39 GET /images/banner1.jpg - 27.252.151.146 HTTP/1.1 Mozilla/5.0+(iPad;+CPU+OS+10_3_3+like+Mac+OS+X)+AppleWebKit/603.3.8+(KHTML,+like+Gecko)+Version/10.0+Mobile/14G60+Safari/602.1 http://www.kaiparatavern.co.nz/ 200 553071 386
2018-06-29 10:28:45 GET /images/banner4.jpg - 27.252.151.146 HTTP/1.1 Mozilla/5.0+(iPad;+CPU+OS+10_3_3+like+Mac+OS+X)+AppleWebKit/603.3.8+(KHTML,+like+Gecko)+Version/10.0+Mobile/14G60+Safari/602.1 http://www.kaiparatavern.co.nz/ 200 747680 386
2018-06-29 10:28:47 GET /images/banner5.jpg - 27.252.151.146 HTTP/1.1 Mozilla/5.0+(iPad;+CPU+OS+10_3_3+like+Mac+OS+X)+AppleWebKit/603.3.8+(KHTML,+like+Gecko)+Version/10.0+Mobile/14G60+Safari/602.1 http://www.kaiparatavern.co.nz/ 200 680331 386
#Software: Microsoft Internet Information Services 7.5
#Version: 1.0
#Date: 2018-06-29 10:57:46
#Fields: date time cs-method cs-uri-stem cs-username c-ip cs-version cs(User-Agent) cs(Referer) sc-status sc-bytes cs-bytes
2018-06-29 10:57:46 GET / - 180.76.15.150 HTTP/1.1 Mozilla/5.0+(compatible;+Baiduspider/2.0;++http://www.baidu.com/search/spider.html) - 200 34855 221
2018-06-29 11:01:58 GET /robots.txt - 66.249.79.105 HTTP/1.1 Mozilla/5.0+(compatible;+Googlebot/2.1;++http://www.google.com/bot.html) - 404 1405 233
2018-06-29 11:01:58 GET / - 66.249.79.109 HTTP/1.1 Mozilla/5.0+(Linux;+Android+6.0.1;+Nexus+5X+Build/MMB29P)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/41.0.2272.96+Mobile+Safari/537.36+(compatible;+Googlebot/2.1;++http://www.google.com/bot.html) - 200 34836 422
2018-06-29 11:02:03 GET /css/bootstrap.min.css - 66.249.79.105 HTTP/1.1 Mozilla/5.0+(Linux;+Android+6.0.1;+Nexus+5X+Build/MMB29P)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/41.0.2272.96+Mobile+Safari/537.36+(compatible;+Googlebot/2.1;++http://www.google.com/bot.html) http://kaiparatavern.co.nz/ 200 121509 460
2018-06-29 11:02:03 GET /js/cbpFWTabs.js - 66.249.79.107 HTTP/1.1 Mozilla/5.0+(Linux;+Android+6.0.1;+Nexus+5X+Build/MMB29P)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/41.0.2272.96+Mobile+Safari/537.36+(compatible;+Googlebot/2.1;++http://www.google.com/bot.html) http://kaiparatavern.co.nz/ 200 1962 439
2018-06-29 11:02:03 GET /js/SmoothScroll.min.js - 66.249.79.107 HTTP/1.1 Mozilla/5.0+(Linux;+Android+6.0.1;+Nexus+5X+Build/MMB29P)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/41.0.2272.96+Mobile+Safari/537.36+(compatible;+Googlebot/2.1;++http://www.google.com/bot.html) http://kaiparatavern.co.nz/ 200 6852 446
2018-06-29 11:02:04 GET /css/team.css - 66.249.79.109 HTTP/1.1 Mozilla/5.0+(Linux;+Android+6.0.1;+Nexus+5X+Build/MMB29P)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/41.0.2272.96+Mobile+Safari/537.36+(compatible;+Googlebot/2.1;++http://www.google.com/bot.html) http://kaiparatavern.co.nz/ 200 3537 451
2018-06-29 11:02:04 GET /js/modernizr.custom.js - 66.249.79.107 HTTP/1.1 Mozilla/5.0+(Linux;+Android+6.0.1;+Nexus+5X+Build/MMB29P)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/41.0.2272.96+Mobile+Safari/537.36+(compatible;+Googlebot/2.1;++http://www.google.com/bot.html) http://kaiparatavern.co.nz/ 200 8758 446
2018-06-29 11:02:05 GET /js/boot_slider.js - 66.249.79.109 HTTP/1.1 Mozilla/5.0+(Linux;+Android+6.0.1;+Nexus+5X+Build/MMB29P)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/41.0.2272.96+Mobile+Safari/537.36+(compatible;+Googlebot/2.1;++http://www.google.com/bot.html) http://kaiparatavern.co.nz/ 200 5146 441
2018-06-29 11:02:05 GET /css/style.css - 66.249.79.105 HTTP/1.1 Mozilla/5.0+(Linux;+Android+6.0.1;+Nexus+5X+Build/MMB29P)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/41.0.2272.96+Mobile+Safari/537.36+(compatible;+Googlebot/2.1;++http://www.google.com/bot.html) http://kaiparatavern.co.nz/ 200 46677 452
2018-06-29 11:02:06 GET /js/jQuery.lightninBox.js - 66.249.79.109 HTTP/1.1 Mozilla/5.0+(Linux;+Android+6.0.1;+Nexus+5X+Build/MMB29P)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/41.0.2272.96+Mobile+Safari/537.36+(compatible;+Googlebot/2.1;++http://www.google.com/bot.html) http://kaiparatavern.co.nz/ 200 11492 448
2018-06-29 11:02:06 GET /css/jQuery.lightninBox.css - 66.249.79.105 HTTP/1.1 Mozilla/5.0+(Linux;+Android+6.0.1;+Nexus+5X+Build/MMB29P)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/41.0.2272.96+Mobile+Safari/537.36+(compatible;+Googlebot/2.1;++http://www.google.com/bot.html) http://kaiparatavern.co.nz/ 200 5227 465
2018-06-29 11:02:08 GET /css/bootstrap.min.css - 66.249.79.105 HTTP/1.1 Mozilla/5.0+(Linux;+Android+6.0.1;+Nexus+5X+Build/MMB29P)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/41.0.2272.96+Mobile+Safari/537.36+(compatible;+Googlebot/2.1;++http://www.google.com/bot.html) http://kaiparatavern.co.nz/ 200 19926 546
2018-06-29 11:02:08 GET /css/font-awesome.min.css - 66.249.79.105 HTTP/1.1 Mozilla/5.0+(Linux;+Android+6.0.1;+Nexus+5X+Build/MMB29P)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/41.0.2272.96+Mobile+Safari/537.36+(compatible;+Googlebot/2.1;++http://www.google.com/bot.html) http://kaiparatavern.co.nz/ 200 29179 463
2018-06-29 11:02:09 GET /css/team.css - 66.249.79.105 HTTP/1.1 Mozilla/5.0+(Linux;+Android+6.0.1;+Nexus+5X+Build/MMB29P)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/41.0.2272.96+Mobile+Safari/537.36+(compatible;+Googlebot/2.1;++http://www.google.com/bot.html) http://kaiparatavern.co.nz/ 200 792 451
2018-06-29 11:02:09 GET /js/modernizr.custom.js - 66.249.79.107 HTTP/1.1 Mozilla/5.0+(Linux;+Android+6.0.1;+Nexus+5X+Build/MMB29P)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/41.0.2272.96+Mobile+Safari/537.36+(compatible;+Googlebot/2.1;++http://www.google.com/bot.html) http://kaiparatavern.co.nz/ 200 4107 446
2018-06-29 11:02:11 GET /css/style.css - 66.249.79.105 HTTP/1.1 Mozilla/5.0+(Linux;+Android+6.0.1;+Nexus+5X+Build/MMB29P)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/41.0.2272.96+Mobile+Safari/537.36+(compatible;+Googlebot/2.1;++http://www.google.com/bot.html) http://kaiparatavern.co.nz/ 200 7911 452
#Software: Microsoft Internet Information Services 7.5
#Version: 1.0
#Date: 2018-06-29 11:30:35
#Fields: date time cs-method cs-uri-stem cs-username c-ip cs-version cs(User-Agent) cs(Referer) sc-status sc-bytes cs-bytes
2018-06-29 11:30:34 GET /fonts/fontawesome-webfont.woff2 - 27.252.151.146 HTTP/1.1 Mozilla/5.0+(iPad;+CPU+OS+10_3_3+like+Mac+OS+X)+AppleWebKit/603.3.8+(KHTML,+like+Gecko)+Version/10.0+Mobile/14G60+Safari/602.1 http://www.kaiparatavern.co.nz/ 404 1405 363
2018-06-29 11:30:34 GET /fonts/fontawesome-webfont.woff - 27.252.151.146 HTTP/1.1 Mozilla/5.0+(iPad;+CPU+OS+10_3_3+like+Mac+OS+X)+AppleWebKit/603.3.8+(KHTML,+like+Gecko)+Version/10.0+Mobile/14G60+Safari/602.1 http://www.kaiparatavern.co.nz/ 404 1405 362
2018-06-29 11:30:36 GET /css/images/cd-top-arrow.svg - 27.252.151.146 HTTP/1.1 Mozilla/5.0+(iPad;+CPU+OS+10_3_3+like+Mac+OS+X)+AppleWebKit/603.3.8+(KHTML,+like+Gecko)+Version/10.0+Mobile/14G60+Safari/602.1 http://www.kaiparatavern.co.nz/ 404 1405 395
2018-06-29 11:38:38 GET /fonts/fontawesome-webfont.woff2 - 27.252.151.146 HTTP/1.1 Mozilla/5.0+(iPad;+CPU+OS+10_3_3+like+Mac+OS+X)+AppleWebKit/603.3.8+(KHTML,+like+Gecko)+Version/10.0+Mobile/14G60+Safari/602.1 http://www.kaiparatavern.co.nz/ 404 1405 363
2018-06-29 11:38:58 GET /fonts/fontawesome-webfont.woff - 27.252.151.146 HTTP/1.1 Mozilla/5.0+(iPad;+CPU+OS+10_3_3+like+Mac+OS+X)+AppleWebKit/603.3.8+(KHTML,+like+Gecko)+Version/10.0+Mobile/14G60+Safari/602.1 http://www.kaiparatavern.co.nz/ 404 1405 362
2018-06-29 11:39:02 GET /css/images/cd-top-arrow.svg - 27.252.151.146 HTTP/1.1 Mozilla/5.0+(iPad;+CPU+OS+10_3_3+like+Mac+OS+X)+AppleWebKit/603.3.8+(KHTML,+like+Gecko)+Version/10.0+Mobile/14G60+Safari/602.1 http://www.kaiparatavern.co.nz/ 404 1405 395
#Software: Microsoft Internet Information Services 7.5
#Version: 1.0
#Date: 2018-06-29 15:18:44
#Fields: date time cs-method cs-uri-stem cs-username c-ip cs-version cs(User-Agent) cs(Referer) sc-status sc-bytes cs-bytes
2018-06-29 15:18:44 GET /css/jQuery.lightninBox.css - 180.76.15.151 HTTP/1.1 Mozilla/5.0+(compatible;+Baiduspider/2.0;++http://www.baidu.com/search/spider.html) - 200 1500 247
#Software: Microsoft Internet Information Services 7.5
#Version: 1.0
#Date: 2018-06-29 17:02:51
#Fields: date time cs-method cs-uri-stem cs-username c-ip cs-version cs(User-Agent) cs(Referer) sc-status sc-bytes cs-bytes
2018-06-29 17:02:50 GET /robots.txt - 46.229.168.80 HTTP/1.1 Mozilla/5.0+(compatible;+SemrushBot/2~bl;++http://www.semrush.com/bot.html) - 404 1424 218
2018-06-29 17:02:52 GET / - 46.229.168.79 HTTP/1.1 Mozilla/5.0+(compatible;+SemrushBot/2~bl;++http://www.semrush.com/bot.html) - 200 8228 207
2018-06-29 17:02:56 GET / - 46.229.168.67 HTTP/1.1 Mozilla/5.0+(compatible;+SemrushBot/2~bl;++http://www.semrush.com/bot.html) - 200 6476 207
2018-06-29 17:03:14 GET / - 46.229.168.84 HTTP/1.1 Mozilla/5.0+(compatible;+SemrushBot/2~bl;++http://www.semrush.com/bot.html) - 200 6476 207
2018-06-29 17:03:25 GET / - 46.229.168.83 HTTP/1.1 Mozilla/5.0+(compatible;+SemrushBot/2~bl;++http://www.semrush.com/bot.html) - 200 6476 207
2018-06-29 17:03:37 GET / - 46.229.168.79 HTTP/1.1 Mozilla/5.0+(compatible;+SemrushBot/2~bl;++http://www.semrush.com/bot.html) - 200 6476 207
2018-06-29 17:03:40 GET / - 46.229.168.70 HTTP/1.1 Mozilla/5.0+(compatible;+SemrushBot/2~bl;++http://www.semrush.com/bot.html) - 200 6476 207
#Software: Microsoft Internet Information Services 7.5
#Version: 1.0
#Date: 2018-06-29 19:43:09
#Fields: date time cs-method cs-uri-stem cs-username c-ip cs-version cs(User-Agent) cs(Referer) sc-status sc-bytes cs-bytes
2018-06-29 19:43:09 GET / - 27.252.143.184 HTTP/1.1 Mozilla/5.0+(iPhone;+CPU+iPhone+OS+10_2+like+Mac+OS+X)+AppleWebKit/602.3.12+(KHTML,+like+Gecko)+Version/10.0+Mobile/14C92+Safari/602.1 https://www.google.co.nz/ 200 8209 416
2018-06-29 19:43:09 GET /css/team.css - 27.252.143.184 HTTP/1.1 Mozilla/5.0+(iPhone;+CPU+iPhone+OS+10_2+like+Mac+OS+X)+AppleWebKit/602.3.12+(KHTML,+like+Gecko)+Version/10.0+Mobile/14C92+Safari/602.1 http://www.kaiparatavern.co.nz/ 200 1027 359
2018-06-29 19:43:09 GET /css/jQuery.lightninBox.css - 27.252.143.184 HTTP/1.1 Mozilla/5.0+(iPhone;+CPU+iPhone+OS+10_2+like+Mac+OS+X)+AppleWebKit/602.3.12+(KHTML,+like+Gecko)+Version/10.0+Mobile/14C92+Safari/602.1 http://www.kaiparatavern.co.nz/ 200 1481 373
2018-06-29 19:43:09 GET /css/font-awesome.min.css - 27.252.143.184 HTTP/1.1 Mozilla/5.0+(iPhone;+CPU+iPhone+OS+10_2+like+Mac+OS+X)+AppleWebKit/602.3.12+(KHTML,+like+Gecko)+Version/10.0+Mobile/14C92+Safari/602.1 http://www.kaiparatavern.co.nz/ 200 8118 371
2018-06-29 19:43:09 GET /css/style.css - 27.252.143.184 HTTP/1.1 Mozilla/5.0+(iPhone;+CPU+iPhone+OS+10_2+like+Mac+OS+X)+AppleWebKit/602.3.12+(KHTML,+like+Gecko)+Version/10.0+Mobile/14C92+Safari/602.1 http://www.kaiparatavern.co.nz/ 200 11722 360
2018-06-29 19:43:11 GET /js/modernizr.custom.js - 27.252.143.184 HTTP/1.1 Mozilla/5.0+(iPhone;+CPU+iPhone+OS+10_2+like+Mac+OS+X)+AppleWebKit/602.3.12+(KHTML,+like+Gecko)+Version/10.0+Mobile/14C92+Safari/602.1 http://www.kaiparatavern.co.nz/ 200 4923 354
2018-06-29 19:43:11 GET /js/bootstrap.min.js - 27.252.143.184 HTTP/1.1 Mozilla/5.0+(iPhone;+CPU+iPhone+OS+10_2+like+Mac+OS+X)+AppleWebKit/602.3.12+(KHTML,+like+Gecko)+Version/10.0+Mobile/14C92+Safari/602.1 http://www.kaiparatavern.co.nz/ 200 13266 351
2018-06-29 19:43:11 GET /css/bootstrap.min.css - 27.252.143.184 HTTP/1.1 Mozilla/5.0+(iPhone;+CPU+iPhone+OS+10_2+like+Mac+OS+X)+AppleWebKit/602.3.12+(KHTML,+like+Gecko)+Version/10.0+Mobile/14C92+Safari/602.1 http://www.kaiparatavern.co.nz/ 200 27990 368
2018-06-29 19:43:11 GET /js/SmoothScroll.min.js - 27.252.143.184 HTTP/1.1 Mozilla/5.0+(iPhone;+CPU+iPhone+OS+10_2+like+Mac+OS+X)+AppleWebKit/602.3.12+(KHTML,+like+Gecko)+Version/10.0+Mobile/14C92+Safari/602.1 http://www.kaiparatavern.co.nz/ 200 3749 354
2018-06-29 19:43:11 GET /js/main.js - 27.252.143.184 HTTP/1.1 Mozilla/5.0+(iPhone;+CPU+iPhone+OS+10_2+like+Mac+OS+X)+AppleWebKit/602.3.12+(KHTML,+like+Gecko)+Version/10.0+Mobile/14C92+Safari/602.1 http://www.kaiparatavern.co.nz/ 200 871 342
2018-06-29 19:43:11 GET /js/jquery.min.js - 27.252.143.184 HTTP/1.1 Mozilla/5.0+(iPhone;+CPU+iPhone+OS+10_2+like+Mac+OS+X)+AppleWebKit/602.3.12+(KHTML,+like+Gecko)+Version/10.0+Mobile/14C92+Safari/602.1 http://www.kaiparatavern.co.nz/ 200 43185 348
2018-06-29 19:43:11 GET /js/cbpFWTabs.js - 27.252.143.184 HTTP/1.1 Mozilla/5.0+(iPhone;+CPU+iPhone+OS+10_2+like+Mac+OS+X)+AppleWebKit/602.3.12+(KHTML,+like+Gecko)+Version/10.0+Mobile/14C92+Safari/602.1 http://www.kaiparatavern.co.nz/ 200 1208 347
2018-06-29 19:43:11 GET /js/boot_slider.js - 27.252.143.184 HTTP/1.1 Mozilla/5.0+(iPhone;+CPU+iPhone+OS+10_2+like+Mac+OS+X)+AppleWebKit/602.3.12+(KHTML,+like+Gecko)+Version/10.0+Mobile/14C92+Safari/602.1 http://www.kaiparatavern.co.nz/ 200 2045 349
2018-06-29 19:43:11 GET /js/jQuery.lightninBox.js - 27.252.143.184 HTTP/1.1 Mozilla/5.0+(iPhone;+CPU+iPhone+OS+10_2+like+Mac+OS+X)+AppleWebKit/602.3.12+(KHTML,+like+Gecko)+Version/10.0+Mobile/14C92+Safari/602.1 http://www.kaiparatavern.co.nz/ 200 3081 356
2018-06-29 19:43:12 GET /fonts/fontawesome-webfont.woff2 - 27.252.143.184 HTTP/1.1 Mozilla/5.0+(iPhone;+CPU+iPhone+OS+10_2+like+Mac+OS+X)+AppleWebKit/602.3.12+(KHTML,+like+Gecko)+Version/10.0+Mobile/14C92+Safari/602.1 http://www.kaiparatavern.co.nz/ 404 1405 371
2018-06-29 19:43:12 GET /images/logo.png - 27.252.143.184 HTTP/1.1 Mozilla/5.0+(iPhone;+CPU+iPhone+OS+10_2+like+Mac+OS+X)+AppleWebKit/602.3.12+(KHTML,+like+Gecko)+Version/10.0+Mobile/14C92+Safari/602.1 http://www.kaiparatavern.co.nz/ 200 9464 347
2018-06-29 19:43:12 GET /fonts/fontawesome-webfont.woff - 27.252.143.184 HTTP/1.1 Mozilla/5.0+(iPhone;+CPU+iPhone+OS+10_2+like+Mac+OS+X)+AppleWebKit/602.3.12+(KHTML,+like+Gecko)+Version/10.0+Mobile/14C92+Safari/602.1 http://www.kaiparatavern.co.nz/ 404 1405 370
2018-06-29 19:43:15 GET /images/team3.jpg - 27.252.143.184 HTTP/1.1 Mozilla/5.0+(iPhone;+CPU+iPhone+OS+10_2+like+Mac+OS+X)+AppleWebKit/602.3.12+(KHTML,+like+Gecko)+Version/10.0+Mobile/14C92+Safari/602.1 http://www.kaiparatavern.co.nz/ 200 843003 348
