#Software: Microsoft Internet Information Services 7.5
#Version: 1.0
#Date: 2018-06-29 07:09:27
#Fields: date time cs-method cs-uri-stem cs-username c-ip cs-version cs(User-Agent) cs(Referer) sc-status sc-bytes cs-bytes
2018-06-29 07:09:27 GET / - 51.15.138.248 HTTP/1.0 Mozilla/5.0+(Windows+NT+10.0;+rv:61.0)+Gecko/20100101+Firefox/61.0 - 200 34855 260
#Software: Microsoft Internet Information Services 7.5
#Version: 1.0
#Date: 2018-06-29 08:26:55
#Fields: date time cs-method cs-uri-stem cs-username c-ip cs-version cs(User-Agent) cs(Referer) sc-status sc-bytes cs-bytes
2018-06-29 08:26:54 GET / - 180.76.15.33 HTTP/1.1 Mozilla/5.0+(compatible;+Baiduspider/2.0;++http://www.baidu.com/search/spider.html) - 200 8228 225
#Software: Microsoft Internet Information Services 7.5
#Version: 1.0
#Date: 2018-06-29 08:43:33
#Fields: date time cs-method cs-uri-stem cs-username c-ip cs-version cs(User-Agent) cs(Referer) sc-status sc-bytes cs-bytes
2018-06-29 19:43:18 GET /fonts/fontawesome-webfont.ttf - 27.252.143.184 HTTP/1.1 Mozilla/5.0+(iPhone;+CPU+iPhone+OS+10_2+like+Mac+OS+X)+AppleWebKit/602.3.12+(KHTML,+like+Gecko)+Version/10.0+Mobile/14C92+Safari/602.1 http://www.kaiparatavern.co.nz/ 200 152629 369
2018-06-29 19:43:22 GET /images/work-img1.jpg - 27.252.143.184 HTTP/1.1 Mozilla/5.0+(iPhone;+CPU+iPhone+OS+10_2+like+Mac+OS+X)+AppleWebKit/602.3.12+(KHTML,+like+Gecko)+Version/10.0+Mobile/14C92+Safari/602.1 http://www.kaiparatavern.co.nz/ 200 889310 352
2018-06-29 19:43:24 GET /images/team1.jpg - 27.252.143.184 HTTP/1.1 Mozilla/5.0+(iPhone;+CPU+iPhone+OS+10_2+like+Mac+OS+X)+AppleWebKit/602.3.12+(KHTML,+like+Gecko)+Version/10.0+Mobile/14C92+Safari/602.1 http://www.kaiparatavern.co.nz/ 200 982372 348
2018-06-29 19:43:24 GET /images/team4.jpg - 27.252.143.184 HTTP/1.1 Mozilla/5.0+(iPhone;+CPU+iPhone+OS+10_2+like+Mac+OS+X)+AppleWebKit/602.3.12+(KHTML,+like+Gecko)+Version/10.0+Mobile/14C92+Safari/602.1 http://www.kaiparatavern.co.nz/ 200 957546 348
2018-06-29 19:43:26 GET /images/work-img3.jpg - 27.252.143.184 HTTP/1.1 Mozilla/5.0+(iPhone;+CPU+iPhone+OS+10_2+like+Mac+OS+X)+AppleWebKit/602.3.12+(KHTML,+like+Gecko)+Version/10.0+Mobile/14C92+Safari/602.1 http://www.kaiparatavern.co.nz/ 200 0 352
2018-06-29 19:43:27 GET /images/work-img2.jpg - 27.252.143.184 HTTP/1.1 Mozilla/5.0+(iPhone;+CPU+iPhone+OS+10_2+like+Mac+OS+X)+AppleWebKit/602.3.12+(KHTML,+like+Gecko)+Version/10.0+Mobile/14C92+Safari/602.1 http://www.kaiparatavern.co.nz/ 200 393216 352
2018-06-29 19:43:27 GET /images/work-img4.jpg - 27.252.143.184 HTTP/1.1 Mozilla/5.0+(iPhone;+CPU+iPhone+OS+10_2+like+Mac+OS+X)+AppleWebKit/602.3.12+(KHTML,+like+Gecko)+Version/10.0+Mobile/14C92+Safari/602.1 http://www.kaiparatavern.co.nz/ 200 131072 352
2018-06-29 19:43:27 GET /images/team2.jpg - 27.252.143.184 HTTP/1.1 Mozilla/5.0+(iPhone;+CPU+iPhone+OS+10_2+like+Mac+OS+X)+AppleWebKit/602.3.12+(KHTML,+like+Gecko)+Version/10.0+Mobile/14C92+Safari/602.1 http://www.kaiparatavern.co.nz/ 200 655360 348
#Software: Microsoft Internet Information Services 7.5
#Version: 1.0
#Date: 2018-06-29 21:22:24
#Fields: date time cs-method cs-uri-stem cs-username c-ip cs-version cs(User-Agent) cs(Referer) sc-status sc-bytes cs-bytes
2018-06-29 21:22:24 GET /robots.txt - 207.241.232.45 HTTP/1.0 Mozilla/5.0+(compatible;+archive.org_bot++http://www.archive.org/details/archive.org_bot) - 404 1424 250
2018-06-29 21:22:29 GET /images/prev.png - 207.241.232.45 HTTP/1.0 Mozilla/5.0+(compatible;+archive.org_bot++http://www.archive.org/details/archive.org_bot) http://kaiparatavern.co.nz/css/jQuery.lightninBox.css 200 3542 319
2018-06-29 21:30:20 GET /robots.txt - 207.241.232.43 HTTP/1.0 Mozilla/5.0+(compatible;+archive.org_bot++http://www.archive.org/details/archive.org_bot) - 404 1424 250
2018-06-29 21:30:23 GET /images/close.png - 207.241.232.43 HTTP/1.0 Mozilla/5.0+(compatible;+archive.org_bot++http://www.archive.org/details/archive.org_bot) http://kaiparatavern.co.nz/css/jQuery.lightninBox.css 200 4235 320
2018-06-29 21:32:31 GET /robots.txt - 207.241.231.33 HTTP/1.0 Mozilla/5.0+(compatible;+archive.org_bot++http://www.archive.org/details/archive.org_bot) - 404 1424 250
2018-06-29 21:32:35 GET /images/next.png - 207.241.231.33 HTTP/1.0 Mozilla/5.0+(compatible;+archive.org_bot++http://www.archive.org/details/archive.org_bot) http://kaiparatavern.co.nz/css/jQuery.lightninBox.css 200 3539 319
#Software: Microsoft Internet Information Services 7.5
#Version: 1.0
#Date: 2018-06-29 23:49:30
#Fields: date time cs-method cs-uri-stem cs-username c-ip cs-version cs(User-Agent) cs(Referer) sc-status sc-bytes cs-bytes
2018-06-29 23:49:30 GET /robots.txt - 5.45.207.33 HTTP/1.1 Mozilla/5.0+(compatible;+YandexBot/3.0;++http://yandex.com/bots) - 404 1405 202
2018-06-29 23:49:33 GET / - 5.45.207.33 HTTP/1.1 Mozilla/5.0+(compatible;+YandexBot/3.0;++http://yandex.com/bots) - 200 8209 223
#Software: Microsoft Internet Information Services 7.5
#Version: 1.0
#Date: 2018-06-30 00:42:22
#Fields: date time cs-method cs-uri-stem cs-username c-ip cs-version cs(User-Agent) cs(Referer) sc-status sc-bytes cs-bytes
2018-06-30 00:42:21 GET /robots.txt - 207.241.232.49 HTTP/1.0 Mozilla/5.0+(compatible;+archive.org_bot++http://www.archive.org/details/archive.org_bot) - 404 1424 250
2018-06-30 00:42:27 GET /images/info.jpg - 207.241.232.49 HTTP/1.0 Mozilla/5.0+(compatible;+archive.org_bot++http://www.archive.org/details/archive.org_bot) http://kaiparatavern.co.nz/css/style.css 200 729169 306
2018-06-30 00:46:58 GET / - 141.8.132.37 HTTP/1.1 Mozilla/5.0+(compatible;+YandexBot/3.0;++http://yandex.com/bots) - 200 8209 284
2018-06-30 00:46:58 GET /robots.txt - 141.8.132.37 HTTP/1.1 Mozilla/5.0+(compatible;+YandexBot/3.0;++http://yandex.com/bots) - 404 1405 206
2018-06-30 00:47:03 GET / - 5.45.207.33 HTTP/1.1 Mozilla/5.0+(compatible;+YandexBot/3.0;++http://yandex.com/bots) - 200 6457 288
2018-06-30 00:49:59 GET /favicon.ico - 5.45.207.21 HTTP/1.1 Mozilla/5.0+(compatible;+YandexBot/3.0;++http://yandex.com/bots) - 404 1405 238
2018-06-30 00:59:11 GET /robots.txt - 207.241.232.46 HTTP/1.0 Mozilla/5.0+(compatible;+archive.org_bot++http://www.archive.org/details/archive.org_bot) - 404 1424 250
2018-06-30 00:59:14 GET /css/images/cd-top-arrow.svg - 207.241.232.46 HTTP/1.0 Mozilla/5.0+(compatible;+archive.org_bot++http://www.archive.org/details/archive.org_bot) http://kaiparatavern.co.nz/css/style.css 404 1424 318
2018-06-30 01:02:25 GET /js/SmoothScroll.min.js - 180.76.15.145 HTTP/1.1 Mozilla/5.0+(compatible;+Baiduspider/2.0;++http://www.baidu.com/search/spider.html) - 200 3768 243
2018-06-30 01:07:07 GET /fonts/glyphicons-halflings-regular.woff2 - 207.241.231.33 HTTP/1.0 Mozilla/5.0+(compatible;+archive.org_bot++http://www.archive.org/details/archive.org_bot) http://kaiparatavern.co.nz/css/bootstrap.min.css 404 1424 339
2018-06-30 01:07:18 GET /robots.txt - 207.241.232.47 HTTP/1.0 Mozilla/5.0+(compatible;+archive.org_bot++http://www.archive.org/details/archive.org_bot) - 404 1424 250
2018-06-30 01:07:21 GET /fonts/glyphicons-halflings-regular.woff - 207.241.232.47 HTTP/1.0 Mozilla/5.0+(compatible;+archive.org_bot++http://www.archive.org/details/archive.org_bot) http://kaiparatavern.co.nz/css/bootstrap.min.css 404 1424 338
2018-06-30 01:07:58 GET /robots.txt - 207.241.232.48 HTTP/1.0 Mozilla/5.0+(compatible;+archive.org_bot++http://www.archive.org/details/archive.org_bot) - 404 1424 250
2018-06-30 01:08:02 GET /fonts/glyphicons-halflings-regular.eot - 207.241.232.48 HTTP/1.0 Mozilla/5.0+(compatible;+archive.org_bot++http://www.archive.org/details/archive.org_bot) http://kaiparatavern.co.nz/css/bootstrap.min.css 404 1424 337
2018-06-30 01:11:00 GET /fonts/glyphicons-halflings-regular.ttf - 207.241.232.43 HTTP/1.0 Mozilla/5.0+(compatible;+archive.org_bot++http://www.archive.org/details/archive.org_bot) http://kaiparatavern.co.nz/css/bootstrap.min.css 200 45687 337
2018-06-30 01:15:05 GET /fonts/glyphicons-halflings-regular.svg - 207.241.232.43 HTTP/1.0 Mozilla/5.0+(compatible;+archive.org_bot++http://www.archive.org/details/archive.org_bot) http://kaiparatavern.co.nz/css/bootstrap.min.css 404 1424 337
#Software: Microsoft Internet Information Services 7.5
#Version: 1.0
#Date: 2018-06-30 01:46:49
#Fields: date time cs-method cs-uri-stem cs-username c-ip cs-version cs(User-Agent) cs(Referer) sc-status sc-bytes cs-bytes
2018-06-30 01:46:48 GET /fonts/fontawesome-webfont.woff - 207.241.232.46 HTTP/1.0 Mozilla/5.0+(compatible;+archive.org_bot++http://www.archive.org/details/archive.org_bot) http://kaiparatavern.co.nz/css/font-awesome.min.css 404 1424 340
2018-06-30 01:47:57 GET /robots.txt - 207.241.232.44 HTTP/1.0 Mozilla/5.0+(compatible;+archive.org_bot++http://www.archive.org/details/archive.org_bot) - 404 1424 250
2018-06-30 01:48:01 GET /fonts/fontawesome-webfont.ttf - 207.241.232.44 HTTP/1.0 Mozilla/5.0+(compatible;+archive.org_bot++http://www.archive.org/details/archive.org_bot) http://kaiparatavern.co.nz/css/font-awesome.min.css 200 152648 339
2018-06-30 01:52:06 GET /fonts/fontawesome-webfont.svg - 207.241.232.47 HTTP/1.0 Mozilla/5.0+(compatible;+archive.org_bot++http://www.archive.org/details/archive.org_bot) http://kaiparatavern.co.nz/css/font-awesome.min.css 404 1424 339
2018-06-30 02:03:31 GET /fonts/fontawesome-webfont.eot - 207.241.232.48 HTTP/1.0 Mozilla/5.0+(compatible;+archive.org_bot++http://www.archive.org/details/archive.org_bot) http://kaiparatavern.co.nz/css/font-awesome.min.css 404 1424 339
2018-06-30 02:07:02 GET /fonts/fontawesome-webfont.woff2 - 207.241.232.44 HTTP/1.0 Mozilla/5.0+(compatible;+archive.org_bot++http://www.archive.org/details/archive.org_bot) http://kaiparatavern.co.nz/css/font-awesome.min.css 404 1424 341
2018-06-30 02:08:17 GET /fonts/fontawesome-webfont.eot - 207.241.231.33 HTTP/1.0 Mozilla/5.0+(compatible;+archive.org_bot++http://www.archive.org/details/archive.org_bot) http://kaiparatavern.co.nz/css/font-awesome.min.css 404 1424 331
2018-06-30 02:09:05 GET /js/main.js - 180.76.15.151 HTTP/1.1 Mozilla/5.0+(compatible;+Baiduspider/2.0;++http://www.baidu.com/search/spider.html) - 200 890 231
2018-06-30 02:09:05 GET /js/ - 180.76.15.5 HTTP/1.1 Mozilla/5.0+(compatible;+Baiduspider/2.0;++http://www.baidu.com/search/spider.html) - 200 8317 211
#Software: Microsoft Internet Information Services 7.5
#Version: 1.0
#Date: 2018-06-30 02:36:10
#Fields: date time cs-method cs-uri-stem cs-username c-ip cs-version cs(User-Agent) cs(Referer) sc-status sc-bytes cs-bytes
2018-06-30 02:36:09 GET /robots.txt - 5.9.154.68 HTTP/1.1 Mozilla/5.0+(compatible;+MJ12bot/v1.4.8;+http://mj12bot.com/) - 404 1405 167
2018-06-30 02:36:12 GET / - 5.9.154.68 HTTP/1.1 Mozilla/5.0+(compatible;+MJ12bot/v1.4.8;+http://mj12bot.com/) - 200 34836 344
#Software: Microsoft Internet Information Services 7.5
#Version: 1.0
#Date: 2018-06-30 03:17:09
#Fields: date time cs-method cs-uri-stem cs-username c-ip cs-version cs(User-Agent) cs(Referer) sc-status sc-bytes cs-bytes
2018-06-30 03:17:09 GET / - 66.249.82.170 HTTP/1.1 Mozilla/5.0+(Linux;+Android+7.0;+PRA-LX2+Build/HUAWEIPRA-LX2)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/67.0.3396.87+Mobile+Safari/537.36 https://www.google.co.nz/ 200 34836 605
2018-06-30 03:17:09 GET /css/font-awesome.min.css - 66.249.82.170 HTTP/1.1 Mozilla/5.0+(Linux;+Android+7.0;+PRA-LX2+Build/HUAWEIPRA-LX2)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/67.0.3396.87+Mobile+Safari/537.36 http://www.kaiparatavern.co.nz/ 200 29179 538
2018-06-30 03:17:09 GET /css/team.css - 66.249.82.172 HTTP/1.1 Mozilla/5.0+(Linux;+Android+7.0;+PRA-LX2+Build/HUAWEIPRA-LX2)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/67.0.3396.87+Mobile+Safari/537.36 http://www.kaiparatavern.co.nz/ 200 3537 526
2018-06-30 03:17:09 GET /css/style.css - 66.249.82.172 HTTP/1.1 Mozilla/5.0+(Linux;+Android+7.0;+PRA-LX2+Build/HUAWEIPRA-LX2)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/67.0.3396.87+Mobile+Safari/537.36 http://www.kaiparatavern.co.nz/ 200 46677 527
2018-06-30 03:17:09 GET /css/jQuery.lightninBox.css - 66.249.82.170 HTTP/1.1 Mozilla/5.0+(Linux;+Android+7.0;+PRA-LX2+Build/HUAWEIPRA-LX2)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/67.0.3396.87+Mobile+Safari/537.36 http://www.kaiparatavern.co.nz/ 200 5227 540
2018-06-30 03:17:09 GET /css/bootstrap.min.css - 66.249.82.168 HTTP/1.1 Mozilla/5.0+(Linux;+Android+7.0;+PRA-LX2+Build/HUAWEIPRA-LX2)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/67.0.3396.87+Mobile+Safari/537.36 http://www.kaiparatavern.co.nz/ 200 121509 535
2018-06-30 03:17:09 GET /js/modernizr.custom.js - 66.249.82.168 HTTP/1.1 Mozilla/5.0+(Linux;+Android+7.0;+PRA-LX2+Build/HUAWEIPRA-LX2)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/67.0.3396.87+Mobile+Safari/537.36 http://www.kaiparatavern.co.nz/ 200 8758 521
2018-06-30 03:17:09 GET /images/logo.png - 66.249.82.170 HTTP/1.1 Mozilla/5.0+(Linux;+Android+7.0;+PRA-LX2+Build/HUAWEIPRA-LX2)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/67.0.3396.87+Mobile+Safari/537.36 http://www.kaiparatavern.co.nz/ 200 9464 550
2018-06-30 03:17:10 GET /js/jquery.min.js - 66.249.82.168 HTTP/1.1 Mozilla/5.0+(Linux;+Android+7.0;+PRA-LX2+Build/HUAWEIPRA-LX2)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/67.0.3396.87+Mobile+Safari/537.36 http://www.kaiparatavern.co.nz/ 200 96256 515
2018-06-30 03:17:10 GET /js/bootstrap.min.js - 66.249.82.170 HTTP/1.1 Mozilla/5.0+(Linux;+Android+7.0;+PRA-LX2+Build/HUAWEIPRA-LX2)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/67.0.3396.87+Mobile+Safari/537.36 http://www.kaiparatavern.co.nz/ 200 37132 518
2018-06-30 03:17:10 GET /js/main.js - 66.249.82.168 HTTP/1.1 Mozilla/5.0+(Linux;+Android+7.0;+PRA-LX2+Build/HUAWEIPRA-LX2)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/67.0.3396.87+Mobile+Safari/537.36 http://www.kaiparatavern.co.nz/ 200 1141 509
2018-06-30 03:17:10 GET /js/jQuery.lightninBox.js - 66.249.82.170 HTTP/1.1 Mozilla/5.0+(Linux;+Android+7.0;+PRA-LX2+Build/HUAWEIPRA-LX2)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/67.0.3396.87+Mobile+Safari/537.36 http://www.kaiparatavern.co.nz/ 200 11492 523
2018-06-30 03:17:10 GET /images/team1.jpg - 66.249.82.172 HTTP/1.1 Mozilla/5.0+(Linux;+Android+7.0;+PRA-LX2+Build/HUAWEIPRA-LX2)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/67.0.3396.87+Mobile+Safari/537.36 http://www.kaiparatavern.co.nz/ 200 982372 551
2018-06-30 03:17:10 GET /css/images/cd-top-arrow.svg - 66.249.82.172 HTTP/1.1 Mozilla/5.0+(Linux;+Android+7.0;+PRA-LX2+Build/HUAWEIPRA-LX2)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/67.0.3396.87+Mobile+Safari/537.36 http://www.kaiparatavern.co.nz/css/style.css 404 1405 575
2018-06-30 03:17:10 GET /fonts/fontawesome-webfont.woff2 - 66.249.82.170 HTTP/1.1 Mozilla/5.0+(Linux;+Android+7.0;+PRA-LX2+Build/HUAWEIPRA-LX2)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/67.0.3396.87+Mobile+Safari/537.36 http://www.kaiparatavern.co.nz/css/font-awesome.min.css 404 1405 602
2018-06-30 03:17:10 GET /js/SmoothScroll.min.js - 66.249.82.172 HTTP/1.1 Mozilla/5.0+(Linux;+Android+7.0;+PRA-LX2+Build/HUAWEIPRA-LX2)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/67.0.3396.87+Mobile+Safari/537.36 http://www.kaiparatavern.co.nz/ 200 6852 521
2018-06-30 03:17:10 GET /js/cbpFWTabs.js - 66.249.82.172 HTTP/1.1 Mozilla/5.0+(Linux;+Android+7.0;+PRA-LX2+Build/HUAWEIPRA-LX2)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/67.0.3396.87+Mobile+Safari/537.36 http://www.kaiparatavern.co.nz/ 200 1962 514
2018-06-30 03:17:10 GET /js/boot_slider.js - 66.249.82.170 HTTP/1.1 Mozilla/5.0+(Linux;+Android+7.0;+PRA-LX2+Build/HUAWEIPRA-LX2)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/67.0.3396.87+Mobile+Safari/537.36 http://www.kaiparatavern.co.nz/ 200 5146 516
2018-06-30 03:17:10 GET /fonts/fontawesome-webfont.woff - 66.249.82.170 HTTP/1.1 Mozilla/5.0+(Linux;+Android+7.0;+PRA-LX2+Build/HUAWEIPRA-LX2)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/67.0.3396.87+Mobile+Safari/537.36 http://www.kaiparatavern.co.nz/css/font-awesome.min.css 404 1405 601
2018-06-30 03:17:10 GET /images/team2.jpg - 66.249.82.168 HTTP/1.1 Mozilla/5.0+(Linux;+Android+7.0;+PRA-LX2+Build/HUAWEIPRA-LX2)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/67.0.3396.87+Mobile+Safari/537.36 http://www.kaiparatavern.co.nz/ 200 920251 551
2018-06-30 03:17:10 GET /images/work-img2.jpg - 66.249.82.172 HTTP/1.1 Mozilla/5.0+(Linux;+Android+7.0;+PRA-LX2+Build/HUAWEIPRA-LX2)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/67.0.3396.87+Mobile+Safari/537.36 http://www.kaiparatavern.co.nz/ 200 1001601 555
2018-06-30 03:17:10 GET /images/work-img3.jpg - 66.249.82.168 HTTP/1.1 Mozilla/5.0+(Linux;+Android+7.0;+PRA-LX2+Build/HUAWEIPRA-LX2)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/67.0.3396.87+Mobile+Safari/537.36 http://www.kaiparatavern.co.nz/ 200 943143 555
2018-06-30 03:17:10 GET /images/team4.jpg - 66.249.82.170 HTTP/1.1 Mozilla/5.0+(Linux;+Android+7.0;+PRA-LX2+Build/HUAWEIPRA-LX2)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/67.0.3396.87+Mobile+Safari/537.36 http://www.kaiparatavern.co.nz/ 200 957546 551
2018-06-30 03:17:10 GET /images/team3.jpg - 66.249.82.168 HTTP/1.1 Mozilla/5.0+(Linux;+Android+7.0;+PRA-LX2+Build/HUAWEIPRA-LX2)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/67.0.3396.87+Mobile+Safari/537.36 http://www.kaiparatavern.co.nz/ 200 843003 551
2018-06-30 03:17:10 GET /images/work-img1.jpg - 66.249.82.170 HTTP/1.1 Mozilla/5.0+(Linux;+Android+7.0;+PRA-LX2+Build/HUAWEIPRA-LX2)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/67.0.3396.87+Mobile+Safari/537.36 http://www.kaiparatavern.co.nz/ 200 889310 555
2018-06-30 03:17:10 GET /images/banner1.jpg - 66.249.82.170 HTTP/1.1 Mozilla/5.0+(Linux;+Android+7.0;+PRA-LX2+Build/HUAWEIPRA-LX2)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/67.0.3396.87+Mobile+Safari/537.36 http://www.kaiparatavern.co.nz/ 200 553071 553
2018-06-30 03:17:10 GET /fonts/fontawesome-webfont.ttf - 66.249.82.170 HTTP/1.1 Mozilla/5.0+(Linux;+Android+7.0;+PRA-LX2+Build/HUAWEIPRA-LX2)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/67.0.3396.87+Mobile+Safari/537.36 http://www.kaiparatavern.co.nz/css/font-awesome.min.css 200 0 600
2018-06-30 03:17:12 GET /images/work-img4.jpg - 66.249.82.168 HTTP/1.1 Mozilla/5.0+(Linux;+Android+7.0;+PRA-LX2+Build/HUAWEIPRA-LX2)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/67.0.3396.87+Mobile+Safari/537.36 http://www.kaiparatavern.co.nz/ 200 946466 555
2018-06-30 03:17:12 GET /images/work-img5.jpg - 66.249.82.168 HTTP/1.1 Mozilla/5.0+(Linux;+Android+7.0;+PRA-LX2+Build/HUAWEIPRA-LX2)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/67.0.3396.87+Mobile+Safari/537.36 http://www.kaiparatavern.co.nz/ 200 869467 555
2018-06-30 03:17:12 GET /images/work-img7.jpg - 66.249.82.168 HTTP/1.1 Mozilla/5.0+(Linux;+Android+7.0;+PRA-LX2+Build/HUAWEIPRA-LX2)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/67.0.3396.87+Mobile+Safari/537.36 http://www.kaiparatavern.co.nz/ 200 1067450 555
2018-06-30 03:17:12 GET /images/work-img8.jpg - 66.249.82.170 HTTP/1.1 Mozilla/5.0+(Linux;+Android+7.0;+PRA-LX2+Build/HUAWEIPRA-LX2)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/67.0.3396.87+Mobile+Safari/537.36 http://www.kaiparatavern.co.nz/ 200 915658 555
2018-06-30 03:17:12 GET /images/work-img9.jpg - 66.249.82.168 HTTP/1.1 Mozilla/5.0+(Linux;+Android+7.0;+PRA-LX2+Build/HUAWEIPRA-LX2)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/67.0.3396.87+Mobile+Safari/537.36 http://www.kaiparatavern.co.nz/ 200 1018615 555
2018-06-30 03:17:12 GET /images/work-img10.jpg - 66.249.82.170 HTTP/1.1 Mozilla/5.0+(Linux;+Android+7.0;+PRA-LX2+Build/HUAWEIPRA-LX2)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/67.0.3396.87+Mobile+Safari/537.36 http://www.kaiparatavern.co.nz/ 200 968132 556
2018-06-30 03:17:12 GET /images/work-img6.jpg - 66.249.82.168 HTTP/1.1 Mozilla/5.0+(Linux;+Android+7.0;+PRA-LX2+Build/HUAWEIPRA-LX2)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/67.0.3396.87+Mobile+Safari/537.36 http://www.kaiparatavern.co.nz/ 200 1093416 555
2018-06-30 03:17:12 GET /images/work-img11.jpg - 66.249.82.172 HTTP/1.1 Mozilla/5.0+(Linux;+Android+7.0;+PRA-LX2+Build/HUAWEIPRA-LX2)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/67.0.3396.87+Mobile+Safari/537.36 http://www.kaiparatavern.co.nz/ 200 891396 556
2018-06-30 03:17:12 GET /images/work-img12.jpg - 66.249.82.170 HTTP/1.1 Mozilla/5.0+(Linux;+Android+7.0;+PRA-LX2+Build/HUAWEIPRA-LX2)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/67.0.3396.87+Mobile+Safari/537.36 http://www.kaiparatavern.co.nz/ 200 961465 556
2018-06-30 03:17:12 GET /images/xtra_logo.png - 66.249.82.168 HTTP/1.1 Mozilla/5.0+(Linux;+Android+7.0;+PRA-LX2+Build/HUAWEIPRA-LX2)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/67.0.3396.87+Mobile+Safari/537.36 http://www.kaiparatavern.co.nz/ 200 26596 555
2018-06-30 03:17:12 GET /images/info.jpg - 66.249.82.172 HTTP/1.1 Mozilla/5.0+(Linux;+Android+7.0;+PRA-LX2+Build/HUAWEIPRA-LX2)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/67.0.3396.87+Mobile+Safari/537.36 http://www.kaiparatavern.co.nz/css/style.css 200 729150 563
2018-06-30 03:17:13 GET /fonts/fontawesome-webfont.ttf - 163.47.106.192 HTTP/1.1 Mozilla/5.0+(Linux;+Android+7.0;+PRA-LX2+Build/HUAWEIPRA-LX2)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/67.0.3396.87+Mobile+Safari/537.36 http://www.kaiparatavern.co.nz/css/font-awesome.min.css 200 152629 531
2018-06-30 03:17:13 GET /images/banner2.jpg - 66.249.82.172 HTTP/1.1 Mozilla/5.0+(Linux;+Android+7.0;+PRA-LX2+Build/HUAWEIPRA-LX2)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/67.0.3396.87+Mobile+Safari/537.36 http://www.kaiparatavern.co.nz/ 200 46855 553
2018-06-30 03:17:15 GET /favicon.ico - 66.249.82.172 HTTP/1.1 Mozilla/5.0+(Linux;+Android+7.0;+PRA-LX2+Build/HUAWEIPRA-LX2)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/67.0.3396.87+Mobile+Safari/537.36 http://www.kaiparatavern.co.nz/ 404 1405 546
2018-06-30 03:17:17 GET /images/banner3.jpg - 66.249.82.168 HTTP/1.1 Mozilla/5.0+(Linux;+Android+7.0;+PRA-LX2+Build/HUAWEIPRA-LX2)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/67.0.3396.87+Mobile+Safari/537.36 http://www.kaiparatavern.co.nz/ 200 448536 553
2018-06-30 03:17:20 GET /images/banner4.jpg - 66.249.82.170 HTTP/1.1 Mozilla/5.0+(Linux;+Android+7.0;+PRA-LX2+Build/HUAWEIPRA-LX2)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/67.0.3396.87+Mobile+Safari/537.36 http://www.kaiparatavern.co.nz/ 200 747680 553
