#Software: Microsoft Internet Information Services 7.5
#Version: 1.0
#Date: 2017-04-07 07:40:07
#Fields: date time cs-method cs-uri-stem cs-username c-ip cs-version cs(User-Agent) cs(Referer) sc-status sc-bytes cs-bytes
2017-04-07 07:40:06 GET / - 207.46.13.151 HTTP/1.1 Mozilla/5.0+(compatible;+bingbot/2.0;++http://www.bing.com/bingbot.htm) - 200 8209 274
#Software: Microsoft Internet Information Services 7.5
#Version: 1.0
#Date: 2017-04-07 10:03:27
#Fields: date time cs-method cs-uri-stem cs-username c-ip cs-version cs(User-Agent) cs(Referer) sc-status sc-bytes cs-bytes
2017-04-07 10:03:27 GET /robots.txt - 180.76.15.22 HTTP/1.1 Mozilla/5.0+(Windows+NT+5.1;+rv:6.0.2)+Gecko/20100101+Firefox/6.0.2 - 404 1424 225
2017-04-07 10:03:28 GET /robots.txt - 180.76.15.141 HTTP/1.1 Mozilla/5.0+(Windows+NT+5.1;+rv:6.0.2)+Gecko/20100101+Firefox/6.0.2 - 404 1424 225
2017-04-07 10:05:01 GET / - 180.76.15.136 HTTP/1.1 Mozilla/5.0+(compatible;+Baiduspider/2.0;++http://www.baidu.com/search/spider.html) - 200 8228 225
#Software: Microsoft Internet Information Services 7.5
#Version: 1.0
#Date: 2017-04-07 12:56:48
#Fields: date time cs-method cs-uri-stem cs-username c-ip cs-version cs(User-Agent) cs(Referer) sc-status sc-bytes cs-bytes
2017-04-07 12:56:48 GET /robots.txt - 66.249.79.83 HTTP/1.1 Mozilla/5.0+(compatible;+Googlebot/2.1;++http://www.google.com/bot.html) - 404 1405 229
2017-04-07 13:00:05 GET / - 66.249.79.89 HTTP/1.1 Mozilla/5.0+(compatible;+Googlebot/2.1;++http://www.google.com/bot.html) - 200 34836 296
#Software: Microsoft Internet Information Services 7.5
#Version: 1.0
#Date: 2017-04-07 22:06:31
#Fields: date time cs-method cs-uri-stem cs-username c-ip cs-version cs(User-Agent) cs(Referer) sc-status sc-bytes cs-bytes
2017-04-07 22:06:31 GET /robots.txt - 141.8.184.29 HTTP/1.1 Mozilla/5.0+(compatible;+YandexBot/3.0;++http://yandex.com/bots) - 404 1405 193
