#Software: Microsoft Internet Information Services 7.5
#Version: 1.0
#Date: 2017-02-13 09:16:10
#Fields: date time cs-method cs-uri-stem cs-username c-ip cs-version cs(User-Agent) cs(Referer) sc-status sc-bytes cs-bytes
2017-02-13 09:16:10 GET / - 180.76.15.147 HTTP/1.1 Mozilla/5.0+(compatible;+Baiduspider/2.0;++http://www.baidu.com/search/spider.html) - 200 1460 189
2017-02-13 09:16:15 GET / - 180.76.15.32 HTTP/1.1 Mozilla/5.0+(compatible;+Baiduspider/2.0;++http://www.baidu.com/search/spider.html) - 200 2920 189
#Software: Microsoft Internet Information Services 7.5
#Version: 1.0
#Date: 2017-02-13 15:25:00
#Fields: date time cs-method cs-uri-stem cs-username c-ip cs-version cs(User-Agent) cs(Referer) sc-status sc-bytes cs-bytes
2017-02-13 15:25:00 GET /robots.txt - 207.46.13.217 HTTP/1.1 Mozilla/5.0+(compatible;+bingbot/2.0;++http://www.bing.com/bingbot.htm) - 404 1405 256
2017-02-13 15:25:02 GET /index.php - 157.55.39.5 HTTP/1.1 Mozilla/5.0+(compatible;+bingbot/2.0;++http://www.bing.com/bingbot.htm) - 404 1405 296
#Software: Microsoft Internet Information Services 7.5
#Version: 1.0
#Date: 2017-02-13 18:24:35
#Fields: date time cs-method cs-uri-stem cs-username c-ip cs-version cs(User-Agent) cs(Referer) sc-status sc-bytes cs-bytes
2017-02-13 18:24:35 GET /robots.txt - 178.154.189.33 HTTP/1.1 Mozilla/5.0+(compatible;+YandexBot/3.0;++http://yandex.com/bots) - 404 1405 193
2017-02-13 18:24:38 GET /favicon.ico - 178.154.189.33 HTTP/1.1 Mozilla/5.0+(compatible;+YandexBot/3.0;++http://yandex.com/bots) - 404 1405 299
#Software: Microsoft Internet Information Services 7.5
#Version: 1.0
#Date: 2017-02-13 21:02:20
#Fields: date time cs-method cs-uri-stem cs-username c-ip cs-version cs(User-Agent) cs(Referer) sc-status sc-bytes cs-bytes
2017-02-13 21:02:19 GET / - 125.236.210.43 HTTP/1.1 Mozilla/5.0+(Windows+NT+6.1)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/56.0.2924.87+Safari/537.36 https://www.google.co.nz/ 200 8209 409
2017-02-13 21:02:21 GET /css/bootstrap.min.css - 125.236.210.43 HTTP/1.1 Mozilla/5.0+(Windows+NT+6.1)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/56.0.2924.87+Safari/537.36 http://www.kaiparatavern.co.nz/ 200 27990 350
2017-02-13 21:02:21 GET /css/font-awesome.min.css - 125.236.210.43 HTTP/1.1 Mozilla/5.0+(Windows+NT+6.1)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/56.0.2924.87+Safari/537.36 http://www.kaiparatavern.co.nz/ 200 8118 353
2017-02-13 21:02:22 GET /css/jQuery.lightninBox.css - 125.236.210.43 HTTP/1.1 Mozilla/5.0+(Windows+NT+6.1)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/56.0.2924.87+Safari/537.36 http://www.kaiparatavern.co.nz/ 200 1481 355
2017-02-13 21:02:22 GET /css/team.css - 125.236.210.43 HTTP/1.1 Mozilla/5.0+(Windows+NT+6.1)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/56.0.2924.87+Safari/537.36 http://www.kaiparatavern.co.nz/ 200 1027 341
2017-02-13 21:02:22 GET /css/style.css - 125.236.210.43 HTTP/1.1 Mozilla/5.0+(Windows+NT+6.1)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/56.0.2924.87+Safari/537.36 http://www.kaiparatavern.co.nz/ 200 11722 342
2017-02-13 21:02:23 GET /js/modernizr.custom.js - 125.236.210.43 HTTP/1.1 Mozilla/5.0+(Windows+NT+6.1)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/56.0.2924.87+Safari/537.36 http://www.kaiparatavern.co.nz/ 200 4923 336
2017-02-13 21:02:23 GET /images/logo.png - 125.236.210.43 HTTP/1.1 Mozilla/5.0+(Windows+NT+6.1)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/56.0.2924.87+Safari/537.36 http://www.kaiparatavern.co.nz/ 200 9464 354
2017-02-13 21:02:23 GET /js/jquery.min.js - 125.236.210.43 HTTP/1.1 Mozilla/5.0+(Windows+NT+6.1)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/56.0.2924.87+Safari/537.36 http://www.kaiparatavern.co.nz/ 200 43185 330
2017-02-13 21:02:25 GET /images/team2.jpg - 125.236.210.43 HTTP/1.1 Mozilla/5.0+(Windows+NT+6.1)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/56.0.2924.87+Safari/537.36 http://www.kaiparatavern.co.nz/ 200 920251 355
2017-02-13 21:02:25 GET /images/work-img2.jpg - 125.236.210.43 HTTP/1.1 Mozilla/5.0+(Windows+NT+6.1)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/56.0.2924.87+Safari/537.36 http://www.kaiparatavern.co.nz/ 200 1001601 359
2017-02-13 21:02:25 GET /images/team1.jpg - 125.236.210.43 HTTP/1.1 Mozilla/5.0+(Windows+NT+6.1)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/56.0.2924.87+Safari/537.36 http://www.kaiparatavern.co.nz/ 200 982372 355
2017-02-13 21:02:25 GET /js/bootstrap.min.js - 125.236.210.43 HTTP/1.1 Mozilla/5.0+(Windows+NT+6.1)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/56.0.2924.87+Safari/537.36 http://www.kaiparatavern.co.nz/ 200 13266 333
2017-02-13 21:02:26 GET /css/images/cd-top-arrow.svg - 125.236.210.43 HTTP/1.1 Mozilla/5.0+(Windows+NT+6.1)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/56.0.2924.87+Safari/537.36 http://www.kaiparatavern.co.nz/css/style.css 404 1405 379
2017-02-13 21:02:26 GET /images/team3.jpg - 125.236.210.43 HTTP/1.1 Mozilla/5.0+(Windows+NT+6.1)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/56.0.2924.87+Safari/537.36 http://www.kaiparatavern.co.nz/ 200 843003 355
2017-02-13 21:02:26 GET /js/SmoothScroll.min.js - 125.236.210.43 HTTP/1.1 Mozilla/5.0+(Windows+NT+6.1)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/56.0.2924.87+Safari/537.36 http://www.kaiparatavern.co.nz/ 200 3749 336
2017-02-13 21:02:26 GET /images/work-img3.jpg - 125.236.210.43 HTTP/1.1 Mozilla/5.0+(Windows+NT+6.1)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/56.0.2924.87+Safari/537.36 http://www.kaiparatavern.co.nz/ 200 943143 359
2017-02-13 21:02:28 GET /js/main.js - 125.236.210.43 HTTP/1.1 Mozilla/5.0+(Windows+NT+6.1)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/56.0.2924.87+Safari/537.36 http://www.kaiparatavern.co.nz/ 200 871 324
2017-02-13 21:02:29 GET /images/work-img7.jpg - 125.236.210.43 HTTP/1.1 Mozilla/5.0+(Windows+NT+6.1)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/56.0.2924.87+Safari/537.36 http://www.kaiparatavern.co.nz/ 200 1067450 359
2017-02-13 21:02:29 GET /js/jQuery.lightninBox.js - 125.236.210.43 HTTP/1.1 Mozilla/5.0+(Windows+NT+6.1)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/56.0.2924.87+Safari/537.36 http://www.kaiparatavern.co.nz/ 200 3081 338
2017-02-13 21:02:29 GET /images/work-img1.jpg - 125.236.210.43 HTTP/1.1 Mozilla/5.0+(Windows+NT+6.1)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/56.0.2924.87+Safari/537.36 http://www.kaiparatavern.co.nz/ 200 889310 359
2017-02-13 21:02:29 GET /images/team4.jpg - 125.236.210.43 HTTP/1.1 Mozilla/5.0+(Windows+NT+6.1)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/56.0.2924.87+Safari/537.36 http://www.kaiparatavern.co.nz/ 200 957546 355
2017-02-13 21:02:30 GET /images/work-img6.jpg - 125.236.210.43 HTTP/1.1 Mozilla/5.0+(Windows+NT+6.1)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/56.0.2924.87+Safari/537.36 http://www.kaiparatavern.co.nz/ 200 1093416 359
