#Software: Microsoft Internet Information Services 7.5
#Version: 1.0
#Date: 2019-07-02 07:05:08
#Fields: date time cs-method cs-uri-stem cs-username c-ip cs-version cs(User-Agent) cs(Referer) sc-status sc-bytes cs-bytes
2019-07-02 07:05:08 GET / - 74.117.182.11 HTTP/1.1 Mozilla/5.0+(Windows+NT+10.0;+Win64;+x64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/67.0.3396.99+Safari/537.36 - 200 8228 495
#Software: Microsoft Internet Information Services 7.5
#Version: 1.0
#Date: 2019-07-02 07:38:19
#Fields: date time cs-method cs-uri-stem cs-username c-ip cs-version cs(User-Agent) cs(Referer) sc-status sc-bytes cs-bytes
2019-07-02 07:38:19 GET /images/team4.jpg - 193.16.101.34 HTTP/1.1 Mozilla/5.0+(Windows+NT+10.0;+Win64;+x64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/75.0.3770.100+Safari/537.36 https://www.google.com/ 200 0 387
#Software: Microsoft Internet Information Services 7.5
#Version: 1.0
#Date: 2019-07-02 08:17:57
#Fields: date time cs-method cs-uri-stem cs-username c-ip cs-version cs(User-Agent) cs(Referer) sc-status sc-bytes cs-bytes
2019-07-02 08:17:57 GET / - 66.249.79.245 HTTP/1.1 Mozilla/5.0+(compatible;+Googlebot/2.1;++http://www.google.com/bot.html) - 200 8209 300
2019-07-02 08:17:59 GET /css/images/cd-top-arrow.svg - 66.249.79.241 HTTP/1.1 Mozilla/5.0+AppleWebKit/537.36+(KHTML,+like+Gecko;+compatible;+Googlebot/2.1;++http://www.google.com/bot.html)+Safari/537.36 http://www.kaiparatavern.co.nz/css/style.css 404 1405 434
#Software: Microsoft Internet Information Services 7.5
#Version: 1.0
#Date: 2019-07-02 10:37:28
#Fields: date time cs-method cs-uri-stem cs-username c-ip cs-version cs(User-Agent) cs(Referer) sc-status sc-bytes cs-bytes
2019-07-02 10:37:28 GET / - 52.34.156.152 HTTP/1.1 Mozilla/5.0+(Macintosh;+Intel+Mac+OS+X+10_8_3)+AppleWebKit/537.31+(KHTML,+like+Gecko)+Chrome/26.0.1410.65+Safari/537.31 - 200 8228 229
