#Software: Microsoft Internet Information Services 7.5
#Version: 1.0
#Date: 2017-07-10 12:31:16
#Fields: date time cs-method cs-uri-stem cs-username c-ip cs-version cs(User-Agent) cs(Referer) sc-status sc-bytes cs-bytes
2017-07-10 12:31:15 GET / - 63.250.31.97 HTTP/1.1 =Mozilla/5.0+(Windows;+U;+Windows+NT+6.1;+en-US)+AppleWebKit/534.16+(KHTML,+like+Gecko)+Chrome/10.0.648.204+Safari/534.16 - 200 34836 217
2017-07-10 12:36:41 GET /images/work-img11.jpg - 66.249.66.158 HTTP/1.1 Googlebot-Image/1.0 - 304 211 258
#Software: Microsoft Internet Information Services 7.5
#Version: 1.0
#Date: 2017-07-10 13:32:37
#Fields: date time cs-method cs-uri-stem cs-username c-ip cs-version cs(User-Agent) cs(Referer) sc-status sc-bytes cs-bytes
2017-07-10 13:32:36 GET /images/work-img2.jpg - 66.249.66.159 HTTP/1.1 Googlebot-Image/1.0 - 304 211 257
#Software: Microsoft Internet Information Services 7.5
#Version: 1.0
#Date: 2017-07-10 16:19:57
#Fields: date time cs-method cs-uri-stem cs-username c-ip cs-version cs(User-Agent) cs(Referer) sc-status sc-bytes cs-bytes
2017-07-10 16:19:56 GET /robots.txt - 66.249.66.158 HTTP/1.1 Mozilla/5.0+(compatible;+Googlebot/2.1;++http://www.google.com/bot.html) - 404 1405 233
2017-07-10 16:19:56 GET /images/6.jpg - 66.249.66.157 HTTP/1.1 Googlebot-Image/1.0 - 304 211 249
#Software: Microsoft Internet Information Services 7.5
#Version: 1.0
#Date: 2017-07-10 17:12:54
#Fields: date time cs-method cs-uri-stem cs-username c-ip cs-version cs(User-Agent) cs(Referer) sc-status sc-bytes cs-bytes
2017-07-10 17:12:54 POST /Somnus/Somnus.asp - 103.212.35.27 HTTP/1.1 Mozilla/4.0+(compatible;+MSIE+9.0;+Windows+NT+6.1;+125LA;+.NET+CLR+2.0.50727;+.NET+CLR+3.0.04506.648;+.NET+CLR+3.5.21022) http://kaiparatavern.co.nz/Somnus/Somnus.asp 404 1405 1081
#Software: Microsoft Internet Information Services 7.5
#Version: 1.0
#Date: 2017-07-10 23:37:07
#Fields: date time cs-method cs-uri-stem cs-username c-ip cs-version cs(User-Agent) cs(Referer) sc-status sc-bytes cs-bytes
2017-07-10 23:37:07 GET / - 122.56.198.141 HTTP/1.1 Mozilla/5.0+(iPhone;+CPU+iPhone+OS+10_3_2+like+Mac+OS+X)+AppleWebKit/603.2.4+(KHTML,+like+Gecko)+Version/10.0+Mobile/14F89+Safari/602.1 https://www.google.co.nz/ 200 8209 417
2017-07-10 23:37:07 GET /css/team.css - 122.56.198.141 HTTP/1.1 Mozilla/5.0+(iPhone;+CPU+iPhone+OS+10_3_2+like+Mac+OS+X)+AppleWebKit/603.2.4+(KHTML,+like+Gecko)+Version/10.0+Mobile/14F89+Safari/602.1 http://www.kaiparatavern.co.nz/ 200 1027 360
2017-07-10 23:37:07 GET /css/jQuery.lightninBox.css - 122.56.198.141 HTTP/1.1 Mozilla/5.0+(iPhone;+CPU+iPhone+OS+10_3_2+like+Mac+OS+X)+AppleWebKit/603.2.4+(KHTML,+like+Gecko)+Version/10.0+Mobile/14F89+Safari/602.1 http://www.kaiparatavern.co.nz/ 200 1481 374
2017-07-10 23:37:07 GET /css/style.css - 122.56.198.141 HTTP/1.1 Mozilla/5.0+(iPhone;+CPU+iPhone+OS+10_3_2+like+Mac+OS+X)+AppleWebKit/603.2.4+(KHTML,+like+Gecko)+Version/10.0+Mobile/14F89+Safari/602.1 http://www.kaiparatavern.co.nz/ 200 11722 361
2017-07-10 23:37:07 GET /css/font-awesome.min.css - 122.56.198.141 HTTP/1.1 Mozilla/5.0+(iPhone;+CPU+iPhone+OS+10_3_2+like+Mac+OS+X)+AppleWebKit/603.2.4+(KHTML,+like+Gecko)+Version/10.0+Mobile/14F89+Safari/602.1 http://www.kaiparatavern.co.nz/ 200 8118 372
2017-07-10 23:37:08 GET /js/modernizr.custom.js - 122.56.198.141 HTTP/1.1 Mozilla/5.0+(iPhone;+CPU+iPhone+OS+10_3_2+like+Mac+OS+X)+AppleWebKit/603.2.4+(KHTML,+like+Gecko)+Version/10.0+Mobile/14F89+Safari/602.1 http://www.kaiparatavern.co.nz/ 200 4923 355
2017-07-10 23:37:08 GET /js/jquery.min.js - 122.56.198.141 HTTP/1.1 Mozilla/5.0+(iPhone;+CPU+iPhone+OS+10_3_2+like+Mac+OS+X)+AppleWebKit/603.2.4+(KHTML,+like+Gecko)+Version/10.0+Mobile/14F89+Safari/602.1 http://www.kaiparatavern.co.nz/ 200 43185 349
2017-07-10 23:37:08 GET /js/bootstrap.min.js - 122.56.198.141 HTTP/1.1 Mozilla/5.0+(iPhone;+CPU+iPhone+OS+10_3_2+like+Mac+OS+X)+AppleWebKit/603.2.4+(KHTML,+like+Gecko)+Version/10.0+Mobile/14F89+Safari/602.1 http://www.kaiparatavern.co.nz/ 200 13266 352
2017-07-10 23:37:08 GET /js/SmoothScroll.min.js - 122.56.198.141 HTTP/1.1 Mozilla/5.0+(iPhone;+CPU+iPhone+OS+10_3_2+like+Mac+OS+X)+AppleWebKit/603.2.4+(KHTML,+like+Gecko)+Version/10.0+Mobile/14F89+Safari/602.1 http://www.kaiparatavern.co.nz/ 200 3749 355
2017-07-10 23:37:08 GET /css/bootstrap.min.css - 122.56.198.141 HTTP/1.1 Mozilla/5.0+(iPhone;+CPU+iPhone+OS+10_3_2+like+Mac+OS+X)+AppleWebKit/603.2.4+(KHTML,+like+Gecko)+Version/10.0+Mobile/14F89+Safari/602.1 http://www.kaiparatavern.co.nz/ 200 27990 369
2017-07-10 23:37:08 GET /js/main.js - 122.56.198.141 HTTP/1.1 Mozilla/5.0+(iPhone;+CPU+iPhone+OS+10_3_2+like+Mac+OS+X)+AppleWebKit/603.2.4+(KHTML,+like+Gecko)+Version/10.0+Mobile/14F89+Safari/602.1 http://www.kaiparatavern.co.nz/ 200 871 343
2017-07-10 23:37:08 GET /js/jQuery.lightninBox.js - 122.56.198.141 HTTP/1.1 Mozilla/5.0+(iPhone;+CPU+iPhone+OS+10_3_2+like+Mac+OS+X)+AppleWebKit/603.2.4+(KHTML,+like+Gecko)+Version/10.0+Mobile/14F89+Safari/602.1 http://www.kaiparatavern.co.nz/ 200 3081 357
2017-07-10 23:37:08 GET /js/cbpFWTabs.js - 122.56.198.141 HTTP/1.1 Mozilla/5.0+(iPhone;+CPU+iPhone+OS+10_3_2+like+Mac+OS+X)+AppleWebKit/603.2.4+(KHTML,+like+Gecko)+Version/10.0+Mobile/14F89+Safari/602.1 http://www.kaiparatavern.co.nz/ 200 1208 348
