#Software: Microsoft Internet Information Services 7.5
#Version: 1.0
#Date: 2019-02-12 07:33:18
#Fields: date time cs-method cs-uri-stem cs-username c-ip cs-version cs(User-Agent) cs(Referer) sc-status sc-bytes cs-bytes
2019-02-12 07:33:17 GET / - 184.94.240.92 HTTP/1.1 Mozilla/5.0+(Windows+NT+10.0;+WOW64;+rv:53.0)+Gecko/20100101+Firefox/53.0 - 200 34855 182
#Software: Microsoft Internet Information Services 7.5
#Version: 1.0
#Date: 2019-02-12 08:09:24
#Fields: date time cs-method cs-uri-stem cs-username c-ip cs-version cs(User-Agent) cs(Referer) sc-status sc-bytes cs-bytes
2019-02-12 09:18:32 GET /images/team2.jpg - 31.13.115.8 HTTP/1.1 Mozilla/5.0+(Windows+NT+10.0;+Win64;+x64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/72.0.3626.96+Safari/537.36 http://kaiparatavern.co.nz/?fbclid=IwAR3679_Ew-yKzrqs6usWOPyEZKtmV_Rfi7ZmYPzrj9o8Rgeqaur8JrxIqug 200 920251 425
2019-02-12 09:18:32 GET /images/team3.jpg - 31.13.115.3 HTTP/1.1 Mozilla/5.0+(Windows+NT+10.0;+Win64;+x64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/72.0.3626.96+Safari/537.36 http://kaiparatavern.co.nz/?fbclid=IwAR3679_Ew-yKzrqs6usWOPyEZKtmV_Rfi7ZmYPzrj9o8Rgeqaur8JrxIqug 200 843003 425
2019-02-12 09:18:32 GET /images/team1.jpg - 31.13.115.7 HTTP/1.1 Mozilla/5.0+(Windows+NT+10.0;+Win64;+x64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/72.0.3626.96+Safari/537.36 http://kaiparatavern.co.nz/?fbclid=IwAR3679_Ew-yKzrqs6usWOPyEZKtmV_Rfi7ZmYPzrj9o8Rgeqaur8JrxIqug 200 982372 425
2019-02-12 09:19:26 GET /images/team4.jpg - 31.13.115.11 HTTP/1.1 Mozilla/5.0+(Windows+NT+10.0;+Win64;+x64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/72.0.3626.96+Safari/537.36 http://kaiparatavern.co.nz/?fbclid=IwAR3679_Ew-yKzrqs6usWOPyEZKtmV_Rfi7ZmYPzrj9o8Rgeqaur8JrxIqug 200 655360 425
#Software: Microsoft Internet Information Services 7.5
#Version: 1.0
#Date: 2019-02-12 10:24:29
#Fields: date time cs-method cs-uri-stem cs-username c-ip cs-version cs(User-Agent) cs(Referer) sc-status sc-bytes cs-bytes
2019-02-12 10:24:29 GET / - 207.46.13.169 HTTP/1.1 Mozilla/5.0+(iPhone;+CPU+iPhone+OS+7_0+like+Mac+OS+X)+AppleWebKit/537.51.1+(KHTML,+like+Gecko)+Version/7.0+Mobile/11A465+Safari/9537.53+(compatible;+bingbot/2.0;++http://www.bing.com/bingbot.htm) - 200 34836 398
2019-02-12 10:24:43 GET /robots.txt - 207.46.13.38 HTTP/1.1 Mozilla/5.0+(compatible;+bingbot/2.0;++http://www.bing.com/bingbot.htm) - 404 1405 252
2019-02-12 10:25:09 GET /css/jQuery.lightninBox.css - 157.55.39.212 HTTP/1.1 Mozilla/5.0+(iPhone;+CPU+iPhone+OS+7_0+like+Mac+OS+X)+AppleWebKit/537.51.1+(KHTML,+like+Gecko)+Version/7.0+Mobile/11A465+Safari/9537.53+(compatible;+bingbot/2.0;++http://www.bing.com/bingbot.htm) - 200 5227 392
2019-02-12 10:25:14 GET /css/bootstrap.min.css - 157.55.39.250 HTTP/1.1 Mozilla/5.0+(iPhone;+CPU+iPhone+OS+7_0+like+Mac+OS+X)+AppleWebKit/537.51.1+(KHTML,+like+Gecko)+Version/7.0+Mobile/11A465+Safari/9537.53+(compatible;+bingbot/2.0;++http://www.bing.com/bingbot.htm) - 200 121509 387
2019-02-12 10:25:14 GET /css/font-awesome.min.css - 157.55.39.250 HTTP/1.1 Mozilla/5.0+(iPhone;+CPU+iPhone+OS+7_0+like+Mac+OS+X)+AppleWebKit/537.51.1+(KHTML,+like+Gecko)+Version/7.0+Mobile/11A465+Safari/9537.53+(compatible;+bingbot/2.0;++http://www.bing.com/bingbot.htm) - 200 29179 390
2019-02-12 10:25:14 GET /css/style.css - 157.55.39.250 HTTP/1.1 Mozilla/5.0+(iPhone;+CPU+iPhone+OS+7_0+like+Mac+OS+X)+AppleWebKit/537.51.1+(KHTML,+like+Gecko)+Version/7.0+Mobile/11A465+Safari/9537.53+(compatible;+bingbot/2.0;++http://www.bing.com/bingbot.htm) - 200 46677 379
2019-02-12 10:25:14 GET /css/team.css - 157.55.39.250 HTTP/1.1 Mozilla/5.0+(iPhone;+CPU+iPhone+OS+7_0+like+Mac+OS+X)+AppleWebKit/537.51.1+(KHTML,+like+Gecko)+Version/7.0+Mobile/11A465+Safari/9537.53+(compatible;+bingbot/2.0;++http://www.bing.com/bingbot.htm) - 200 3537 378
2019-02-12 10:25:14 GET /js/SmoothScroll.min.js - 157.55.39.250 HTTP/1.1 Mozilla/5.0+(iPhone;+CPU+iPhone+OS+7_0+like+Mac+OS+X)+AppleWebKit/537.51.1+(KHTML,+like+Gecko)+Version/7.0+Mobile/11A465+Safari/9537.53+(compatible;+bingbot/2.0;++http://www.bing.com/bingbot.htm) - 200 6852 388
2019-02-12 10:25:17 GET /js/cbpFWTabs.js - 207.46.13.38 HTTP/1.1 Mozilla/5.0+(iPhone;+CPU+iPhone+OS+7_0+like+Mac+OS+X)+AppleWebKit/537.51.1+(KHTML,+like+Gecko)+Version/7.0+Mobile/11A465+Safari/9537.53+(compatible;+bingbot/2.0;++http://www.bing.com/bingbot.htm) - 200 1962 381
2019-02-12 10:25:18 GET /js/jquery.min.js - 207.46.13.38 HTTP/1.1 Mozilla/5.0+(iPhone;+CPU+iPhone+OS+7_0+like+Mac+OS+X)+AppleWebKit/537.51.1+(KHTML,+like+Gecko)+Version/7.0+Mobile/11A465+Safari/9537.53+(compatible;+bingbot/2.0;++http://www.bing.com/bingbot.htm) - 200 96256 382
2019-02-12 10:25:18 GET /js/main.js - 207.46.13.38 HTTP/1.1 Mozilla/5.0+(iPhone;+CPU+iPhone+OS+7_0+like+Mac+OS+X)+AppleWebKit/537.51.1+(KHTML,+like+Gecko)+Version/7.0+Mobile/11A465+Safari/9537.53+(compatible;+bingbot/2.0;++http://www.bing.com/bingbot.htm) - 200 1141 376
2019-02-12 10:25:18 GET /js/modernizr.custom.js - 207.46.13.38 HTTP/1.1 Mozilla/5.0+(iPhone;+CPU+iPhone+OS+7_0+like+Mac+OS+X)+AppleWebKit/537.51.1+(KHTML,+like+Gecko)+Version/7.0+Mobile/11A465+Safari/9537.53+(compatible;+bingbot/2.0;++http://www.bing.com/bingbot.htm) - 200 8758 388
2019-02-12 10:25:24 GET /js/boot_slider.js - 207.46.13.169 HTTP/1.1 Mozilla/5.0+(iPhone;+CPU+iPhone+OS+7_0+like+Mac+OS+X)+AppleWebKit/537.51.1+(KHTML,+like+Gecko)+Version/7.0+Mobile/11A465+Safari/9537.53+(compatible;+bingbot/2.0;++http://www.bing.com/bingbot.htm) - 200 5146 383
2019-02-12 10:25:25 GET /js/bootstrap.min.js - 207.46.13.169 HTTP/1.1 Mozilla/5.0+(iPhone;+CPU+iPhone+OS+7_0+like+Mac+OS+X)+AppleWebKit/537.51.1+(KHTML,+like+Gecko)+Version/7.0+Mobile/11A465+Safari/9537.53+(compatible;+bingbot/2.0;++http://www.bing.com/bingbot.htm) - 200 37132 385
2019-02-12 10:25:25 GET /js/jQuery.lightninBox.js - 207.46.13.169 HTTP/1.1 Mozilla/5.0+(iPhone;+CPU+iPhone+OS+7_0+like+Mac+OS+X)+AppleWebKit/537.51.1+(KHTML,+like+Gecko)+Version/7.0+Mobile/11A465+Safari/9537.53+(compatible;+bingbot/2.0;++http://www.bing.com/bingbot.htm) - 200 11492 390
2019-02-12 10:31:00 HEAD / - 188.165.200.217 HTTP/1.1 Mozilla/4.0+(compatible;+MSIE+5.01;+Windows+NT+5.0) - 200 249 124
#Software: Microsoft Internet Information Services 7.5
#Version: 1.0
#Date: 2019-02-12 11:27:11
#Fields: date time cs-method cs-uri-stem cs-username c-ip cs-version cs(User-Agent) cs(Referer) sc-status sc-bytes cs-bytes
2019-02-12 11:27:11 GET /css/images/cd-top-arrow.svg - 207.46.13.38 HTTP/1.1 Mozilla/5.0+(iPhone;+CPU+iPhone+OS+7_0+like+Mac+OS+X)+AppleWebKit/537.51.1+(KHTML,+like+Gecko)+Version/7.0+Mobile/11A465+Safari/9537.53+(compatible;+bingbot/2.0;++http://www.bing.com/bingbot.htm) - 404 1405 393
2019-02-12 11:27:11 GET /fonts/fontawesome-webfont.svg - 207.46.13.38 HTTP/1.1 Mozilla/5.0+(iPhone;+CPU+iPhone+OS+7_0+like+Mac+OS+X)+AppleWebKit/537.51.1+(KHTML,+like+Gecko)+Version/7.0+Mobile/11A465+Safari/9537.53+(compatible;+bingbot/2.0;++http://www.bing.com/bingbot.htm) - 404 1405 403
2019-02-12 11:27:12 GET /fonts/fontawesome-webfont.ttf - 207.46.13.38 HTTP/1.1 Mozilla/5.0+(iPhone;+CPU+iPhone+OS+7_0+like+Mac+OS+X)+AppleWebKit/537.51.1+(KHTML,+like+Gecko)+Version/7.0+Mobile/11A465+Safari/9537.53+(compatible;+bingbot/2.0;++http://www.bing.com/bingbot.htm) - 200 152629 403
#Software: Microsoft Internet Information Services 7.5
#Version: 1.0
#Date: 2019-02-12 12:44:57
#Fields: date time cs-method cs-uri-stem cs-username c-ip cs-version cs(User-Agent) cs(Referer) sc-status sc-bytes cs-bytes
2019-02-12 12:44:57 GET / - 157.55.39.139 HTTP/1.1 Mozilla/5.0+(compatible;+bingbot/2.0;++http://www.bing.com/bingbot.htm) - 304 211 328
2019-02-12 12:50:35 GET / - 66.249.75.200 HTTP/1.1 Mozilla/5.0+(compatible;+Googlebot/2.1;++http://www.google.com/bot.html) - 200 34836 300
2019-02-12 12:58:29 GET /wp-login.php - 82.220.34.9 HTTP/1.1 Mozilla/5.0+(X11;+Ubuntu;+Linux+x86_64;+rv:62.0)+Gecko/20100101+Firefox/62.0 - 404 1424 189
#Software: Microsoft Internet Information Services 7.5
#Version: 1.0
#Date: 2019-02-12 13:20:42
#Fields: date time cs-method cs-uri-stem cs-username c-ip cs-version cs(User-Agent) cs(Referer) sc-status sc-bytes cs-bytes
2019-02-12 13:20:41 GET / - 66.249.75.204 HTTP/1.1 Mozilla/5.0+(compatible;+Googlebot/2.1;++http://www.google.com/bot.html) - 200 34836 240
#Software: Microsoft Internet Information Services 7.5
#Version: 1.0
#Date: 2019-02-12 13:41:05
#Fields: date time cs-method cs-uri-stem cs-username c-ip cs-version cs(User-Agent) cs(Referer) sc-status sc-bytes cs-bytes
2019-02-12 13:41:05 GET / - 52.53.201.78 HTTP/1.1 Mozilla/5.0+(Macintosh;+Intel+Mac+OS+X+10_12_6)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/61.0.3163.100+Safari/537.36 - 200 34836 220
2019-02-12 13:51:06 GET /robots.txt - 54.36.150.52 HTTP/1.1 Mozilla/5.0+(compatible;+AhrefsBot/6.1;++http://ahrefs.com/robot/) - 404 1405 184
2019-02-12 13:51:09 GET /images/5.jpg - 54.36.148.160 HTTP/1.1 Mozilla/5.0+(compatible;+AhrefsBot/6.1;++http://ahrefs.com/robot/) - 200 0 186
#Software: Microsoft Internet Information Services 7.5
#Version: 1.0
#Date: 2019-02-12 14:27:01
#Fields: date time cs-method cs-uri-stem cs-username c-ip cs-version cs(User-Agent) cs(Referer) sc-status sc-bytes cs-bytes
2019-02-12 14:27:01 GET /wp/wp-login.php - 107.161.23.171 HTTP/1.1 Mozilla/5.0+(X11;+Ubuntu;+Linux+x86_64;+rv:62.0)+Gecko/20100101+Firefox/62.0 - 404 1424 192
#Software: Microsoft Internet Information Services 7.5
#Version: 1.0
#Date: 2019-02-12 18:13:41
#Fields: date time cs-method cs-uri-stem cs-username c-ip cs-version cs(User-Agent) cs(Referer) sc-status sc-bytes cs-bytes
2019-02-12 18:13:41 GET /index.php/ - 222.186.20.57 HTTP/1.1 Mozilla/5.0+(compatible;+MSIE+9.0;+Windows+NT+6.1;+Trident/5.0) - 404 1405 396
2019-02-12 18:13:41 GET /index.php/ - 222.186.20.57 HTTP/1.1 Mozilla/5.0+(compatible;+MSIE+9.0;+Windows+NT+6.1;+Trident/5.0) - 404 1405 393
2019-02-12 18:13:42 GET /index.php/ - 222.186.20.57 HTTP/1.1 Mozilla/5.0+(compatible;+MSIE+9.0;+Windows+NT+6.1;+Trident/5.0) - 404 1405 345
2019-02-12 18:13:42 GET /index.php/ - 222.186.20.57 HTTP/1.1 Mozilla/5.0+(compatible;+MSIE+9.0;+Windows+NT+6.1;+Trident/5.0) - 404 1405 391
2019-02-12 18:13:42 GET /index.php/ - 222.186.20.57 HTTP/1.1 Mozilla/5.0+(compatible;+MSIE+9.0;+Windows+NT+6.1;+Trident/5.0) - 404 1405 378
2019-02-12 18:13:43 GET /index.php/ - 222.186.20.57 HTTP/1.1 Mozilla/5.0+(compatible;+MSIE+9.0;+Windows+NT+6.1;+Trident/5.0) - 404 1405 399
2019-02-12 18:13:43 GET /index.php/ - 222.186.20.57 HTTP/1.1 Mozilla/5.0+(compatible;+MSIE+9.0;+Windows+NT+6.1;+Trident/5.0) - 404 1405 377
2019-02-12 18:13:43 GET /index.php - 222.186.20.57 HTTP/1.1 Mozilla/5.0+(compatible;+MSIE+9.0;+Windows+NT+6.1;+Trident/5.0) - 404 1405 413
2019-02-12 18:13:44 GET /index.php/ - 222.186.20.57 HTTP/1.1 Mozilla/5.0+(compatible;+MSIE+9.0;+Windows+NT+6.1;+Trident/5.0) - 404 1405 407
2019-02-12 18:13:44 GET /index.php/ - 222.186.20.57 HTTP/1.1 Mozilla/5.0+(compatible;+MSIE+9.0;+Windows+NT+6.1;+Trident/5.0) - 404 1405 399
2019-02-12 18:13:45 GET /index.php/ - 222.186.20.57 HTTP/1.1 Mozilla/5.0+(compatible;+MSIE+9.0;+Windows+NT+6.1;+Trident/5.0) - 404 1405 420
#Software: Microsoft Internet Information Services 7.5
#Version: 1.0
#Date: 2019-02-12 21:22:41
#Fields: date time cs-method cs-uri-stem cs-username c-ip cs-version cs(User-Agent) cs(Referer) sc-status sc-bytes cs-bytes
2019-02-12 21:22:41 GET /images/8.jpg - 54.36.148.162 HTTP/1.1 Mozilla/5.0+(compatible;+AhrefsBot/6.1;++http://ahrefs.com/robot/) - 200 0 186
#Software: Microsoft Internet Information Services 7.5
#Version: 1.0
#Date: 2019-02-12 22:10:37
#Fields: date time cs-method cs-uri-stem cs-username c-ip cs-version cs(User-Agent) cs(Referer) sc-status sc-bytes cs-bytes
2019-02-12 22:10:36 GET / - 185.130.184.247 HTTP/1.0 Mozilla/5.0+(Windows+NT+6.3;+Win64;+x64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/68.0.3440.106+Safari/537.36 http://kaiparatavern.co.nz/ 200 34855 314
2019-02-12 22:10:37 POST / - 185.130.184.247 HTTP/1.0 Mozilla/5.0+(Windows+NT+6.3;+Win64;+x64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/68.0.3440.106+Safari/537.36 http://kaiparatavern.co.nz/ 405 1515 574
#Software: Microsoft Internet Information Services 7.5
#Version: 1.0
#Date: 2019-02-13 00:33:06
#Fields: date time cs-method cs-uri-stem cs-username c-ip cs-version cs(User-Agent) cs(Referer) sc-status sc-bytes cs-bytes
2019-02-13 00:33:06 GET /wordpress/wp-login.php - 70.73.72.118 HTTP/1.1 Mozilla/5.0+(X11;+Ubuntu;+Linux+x86_64;+rv:62.0)+Gecko/20100101+Firefox/62.0 - 404 1424 199
#Software: Microsoft Internet Information Services 7.5
#Version: 1.0
#Date: 2019-02-13 01:04:40
#Fields: date time cs-method cs-uri-stem cs-username c-ip cs-version cs(User-Agent) cs(Referer) sc-status sc-bytes cs-bytes
2019-02-13 01:04:40 GET / - 125.236.207.53 HTTP/1.1 Mozilla/5.0+(Macintosh;+Intel+Mac+OS+X+10_14_3)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/71.0.3578.98+Safari/537.36 https://www.google.com/ 200 34836 450
#Software: Microsoft Internet Information Services 7.5
#Version: 1.0
#Date: 2019-02-13 04:21:52
#Fields: date time cs-method cs-uri-stem cs-username c-ip cs-version cs(User-Agent) cs(Referer) sc-status sc-bytes cs-bytes
2019-02-13 04:21:51 GET /admin/ - 122.225.58.215 HTTP/1.1 - - 404 1405 75
2019-02-13 04:21:52 GET /manage/ - 122.225.58.215 HTTP/1.1 - - 404 1405 76
2019-02-13 04:21:52 GET /manage/login.php - 122.225.58.215 HTTP/1.1 - - 404 1405 85
2019-02-13 04:21:52 GET /admin/login.asp - 122.225.58.215 HTTP/1.1 - - 404 1405 84
2019-02-13 04:21:52 GET /admin/login.php - 122.225.58.215 HTTP/1.1 - - 404 1405 84
2019-02-13 04:21:52 GET /manage/login.asp - 122.225.58.215 HTTP/1.1 - - 404 1405 85
2019-02-13 04:21:52 GET /admin.php - 122.225.58.215 HTTP/1.1 - - 404 1405 78
2019-02-13 04:21:52 GET /system/login.aspx - 122.225.58.215 HTTP/1.1 - - 500 3266 86
2019-02-13 04:21:52 GET /manage/login.aspx - 122.225.58.215 HTTP/1.1 - - 500 3266 86
2019-02-13 04:21:52 GET /admin/login.aspx - 122.225.58.215 HTTP/1.1 - - 500 3266 85
