#Software: Microsoft Internet Information Services 7.5
#Version: 1.0
#Date: 2018-05-06 11:37:18
#Fields: date time cs-method cs-uri-stem cs-username c-ip cs-version cs(User-Agent) cs(Referer) sc-status sc-bytes cs-bytes
2018-05-06 11:37:18 GET / - 54.67.59.131 HTTP/1.1 Mozilla/5.0+(Macintosh;+Intel+Mac+OS+X+10_12_6)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/61.0.3163.100+Safari/537.36 - 200 34836 207
#Software: Microsoft Internet Information Services 7.5
#Version: 1.0
#Date: 2018-05-06 13:09:09
#Fields: date time cs-method cs-uri-stem cs-username c-ip cs-version cs(User-Agent) cs(Referer) sc-status sc-bytes cs-bytes
2018-05-06 13:09:09 GET /wp-content/plugins/ml-slider/readme.txt - 120.79.165.157 HTTP/1.1 python-requests/2.18.4 - 404 1405 189
#Software: Microsoft Internet Information Services 7.5
#Version: 1.0
#Date: 2018-05-06 14:50:59
#Fields: date time cs-method cs-uri-stem cs-username c-ip cs-version cs(User-Agent) cs(Referer) sc-status sc-bytes cs-bytes
2018-05-06 14:50:59 HEAD /config/AspCms_Config.asp - 58.19.18.19 HTTP/1.1 - - 404 160 94
#Software: Microsoft Internet Information Services 7.5
#Version: 1.0
#Date: 2018-05-06 20:20:42
#Fields: date time cs-method cs-uri-stem cs-username c-ip cs-version cs(User-Agent) cs(Referer) sc-status sc-bytes cs-bytes
2018-05-06 20:20:41 GET / - 46.229.168.74 HTTP/1.1 Mozilla/5.0+(compatible;+SemrushBot/1.2~bl;++http://www.semrush.com/bot.html) - 200 8228 203
2018-05-06 20:21:02 GET / - 46.229.168.66 HTTP/1.1 Mozilla/5.0+(compatible;+SemrushBot/1.2~bl;++http://www.semrush.com/bot.html) - 200 8228 203
2018-05-06 20:21:05 GET /robots.txt - 5.45.207.33 HTTP/1.1 Mozilla/5.0+(compatible;+YandexBot/3.0;++http://yandex.com/bots) - 404 1405 202
2018-05-06 20:21:05 GET /robots.txt - 5.45.207.33 HTTP/1.1 Mozilla/5.0+(compatible;+YandexBot/3.0;++http://yandex.com/bots) - 404 1405 206
