#Software: Microsoft Internet Information Services 7.5
#Version: 1.0
#Date: 2019-04-15 20:06:19
#Fields: date time cs-method cs-uri-stem cs-username c-ip cs-version cs(User-Agent) cs(Referer) sc-status sc-bytes cs-bytes
2019-04-15 20:06:19 GET / - 52.53.201.78 HTTP/1.1 Mozilla/5.0+(Macintosh;+Intel+Mac+OS+X+10_12_6)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/61.0.3163.100+Safari/537.36 - 200 8794 218
#Software: Microsoft Internet Information Services 7.5
#Version: 1.0
#Date: 2019-04-16 01:13:49
#Fields: date time cs-method cs-uri-stem cs-username c-ip cs-version cs(User-Agent) cs(Referer) sc-status sc-bytes cs-bytes
2019-04-16 01:13:48 GET / - 121.74.171.242 HTTP/1.1 Mozilla/5.0+(Windows+NT+10.0;+Win64;+x64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/73.0.3683.103+Safari/537.36 - 200 8794 423
2019-04-16 01:13:48 GET /css/contact-buttons.css - 121.74.171.242 HTTP/1.1 Mozilla/5.0+(Windows+NT+10.0;+Win64;+x64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/73.0.3683.103+Safari/537.36 http://www.ngateapizza.co.nz/ 404 1405 356
2019-04-16 01:13:48 GET /css/popuo-box.css - 121.74.171.242 HTTP/1.1 Mozilla/5.0+(Windows+NT+10.0;+Win64;+x64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/73.0.3683.103+Safari/537.36 http://www.ngateapizza.co.nz/ 200 1990 350
2019-04-16 01:13:48 GET /font-awesome/css/font-awesome.min.css - 121.74.171.242 HTTP/1.1 Mozilla/5.0+(Windows+NT+10.0;+Win64;+x64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/73.0.3683.103+Safari/537.36 http://www.ngateapizza.co.nz/ 200 4992 370
2019-04-16 01:13:49 GET /js/modernizr.custom.min.js - 121.74.171.242 HTTP/1.1 Mozilla/5.0+(Windows+NT+10.0;+Win64;+x64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/73.0.3683.103+Safari/537.36 http://www.ngateapizza.co.nz/ 200 1456 344
2019-04-16 01:13:49 GET /css/style.css - 121.74.171.242 HTTP/1.1 Mozilla/5.0+(Windows+NT+10.0;+Win64;+x64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/73.0.3683.103+Safari/537.36 http://www.ngateapizza.co.nz/ 200 6262 346
