#Software: Microsoft Internet Information Services 7.5
#Version: 1.0
#Date: 2019-07-10 12:29:58
#Fields: date time cs-method cs-uri-stem cs-username c-ip cs-version cs(User-Agent) cs(Referer) sc-status sc-bytes cs-bytes
2019-07-10 12:29:58 GET / - 54.244.25.128 HTTP/1.1 Go-http-client/1.1 - 200 0 98
#Software: Microsoft Internet Information Services 7.5
#Version: 1.0
#Date: 2019-07-10 21:00:45
#Fields: date time cs-method cs-uri-stem cs-username c-ip cs-version cs(User-Agent) cs(Referer) sc-status sc-bytes cs-bytes
2019-07-10 21:00:44 GET /favicon.ico - 118.82.232.25 HTTP/1.1 Mozilla/5.0+(Linux;+Android+8.0.0;+SM-J400G)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/75.0.3770.101+Mobile+Safari/537.36 http://ngateapizza.co.nz/ 404 1405 391
#Software: Microsoft Internet Information Services 7.5
#Version: 1.0
#Date: 2019-07-11 04:23:37
#Fields: date time cs-method cs-uri-stem cs-username c-ip cs-version cs(User-Agent) cs(Referer) sc-status sc-bytes cs-bytes
2019-07-11 04:23:36 GET /robots.txt - 66.249.79.139 HTTP/1.1 Mozilla/5.0+(compatible;+Googlebot/2.1;++http://www.google.com/bot.html) - 404 1405 231
2019-07-11 04:23:37 GET / - 66.249.79.139 HTTP/1.1 Mozilla/5.0+(compatible;+Googlebot/2.1;++http://www.google.com/bot.html) - 200 8794 294
2019-07-11 04:23:41 GET /css/contact-buttons.css - 66.249.79.137 HTTP/1.1 Mozilla/5.0+AppleWebKit/537.36+(KHTML,+like+Gecko;+compatible;+Googlebot/2.1;++http://www.google.com/bot.html)+Safari/537.36 http://ngateapizza.co.nz/ 404 1405 384
2019-07-11 04:23:41 GET /css/bootstrap.min.css - 66.249.79.137 HTTP/1.1 Mozilla/5.0+AppleWebKit/537.36+(KHTML,+like+Gecko;+compatible;+Googlebot/2.1;++http://www.google.com/bot.html)+Safari/537.36 http://ngateapizza.co.nz/ 200 23841 382
