#Software: Microsoft Internet Information Services 7.5
#Version: 1.0
#Date: 2017-04-10 08:24:45
#Fields: date time cs-method cs-uri-stem cs-username c-ip cs-version cs(User-Agent) cs(Referer) sc-status sc-bytes cs-bytes
2017-04-10 08:24:45 GET / - 163.172.64.231 HTTP/1.1 Mozilla/5.0+(compatible;+AhrefsBot/5.2;++http://ahrefs.com/robot/) - 200 7018 174
#Software: Microsoft Internet Information Services 7.5
#Version: 1.0
#Date: 2017-04-10 11:34:49
#Fields: date time cs-method cs-uri-stem cs-username c-ip cs-version cs(User-Agent) cs(Referer) sc-status sc-bytes cs-bytes
2017-04-10 11:34:49 GET / - 180.76.15.29 HTTP/1.1 Mozilla/5.0+(compatible;+Baiduspider/2.0;++http://www.baidu.com/search/spider.html) - 304 230 307
#Software: Microsoft Internet Information Services 7.5
#Version: 1.0
#Date: 2017-04-10 15:33:24
#Fields: date time cs-method cs-uri-stem cs-username c-ip cs-version cs(User-Agent) cs(Referer) sc-status sc-bytes cs-bytes
2017-04-10 15:33:24 GET /robots.txt - 46.229.164.98 HTTP/1.1 Mozilla/5.0+(compatible;+SemrushBot/1.2~bl;++http://www.semrush.com/bot.html) - 404 1424 213
#Software: Microsoft Internet Information Services 7.5
#Version: 1.0
#Date: 2017-04-10 16:57:21
#Fields: date time cs-method cs-uri-stem cs-username c-ip cs-version cs(User-Agent) cs(Referer) sc-status sc-bytes cs-bytes
2017-04-10 16:57:20 GET / - 52.13.114.228 HTTP/1.1 Mozilla/5.0+(Windows;+U;+Windows+NT+6.0;+en-US;+rv:1.9.2.3)+Gecko/20100401+Firefox/3.6.3+GTB6+(.NET+CLR+3.5.30729) - 200 23480 197
#Software: Microsoft Internet Information Services 7.5
#Version: 1.0
#Date: 2017-04-10 22:41:04
#Fields: date time cs-method cs-uri-stem cs-username c-ip cs-version cs(User-Agent) cs(Referer) sc-status sc-bytes cs-bytes
2017-04-10 22:41:07 GET /images/db.png - 101.98.114.81 HTTP/1.1 Mozilla/5.0+(Windows+NT+6.1;+rv:52.0)+Gecko/20100101+Firefox/52.0 http://crossroadsbar.co.nz/css/style.css 200 7998 298
2017-04-10 22:41:07 GET /images/banner.jpg - 101.98.114.81 HTTP/1.1 Mozilla/5.0+(Windows+NT+6.1;+rv:52.0)+Gecko/20100101+Firefox/52.0 http://crossroadsbar.co.nz/css/style.css 200 339923 302
2017-04-10 22:41:07 GET /images/move-top.png - 101.98.114.81 HTTP/1.1 Mozilla/5.0+(Windows+NT+6.1;+rv:52.0)+Gecko/20100101+Firefox/52.0 http://crossroadsbar.co.nz/css/style.css 200 3488 304
2017-04-10 22:41:07 GET /images/s3.jpg - 101.98.114.81 HTTP/1.1 Mozilla/5.0+(Windows+NT+6.1;+rv:52.0)+Gecko/20100101+Firefox/52.0 http://crossroadsbar.co.nz/ 200 914588 285
2017-04-10 22:41:07 GET /images/serve1.png - 101.98.114.81 HTTP/1.1 Mozilla/5.0+(Windows+NT+6.1;+rv:52.0)+Gecko/20100101+Firefox/52.0 http://crossroadsbar.co.nz/ 200 1714 289
2017-04-10 22:41:07 GET /images/serve2.png - 101.98.114.81 HTTP/1.1 Mozilla/5.0+(Windows+NT+6.1;+rv:52.0)+Gecko/20100101+Firefox/52.0 http://crossroadsbar.co.nz/ 200 4431 289
2017-04-10 22:41:07 GET /images/serve3.png - 101.98.114.81 HTTP/1.1 Mozilla/5.0+(Windows+NT+6.1;+rv:52.0)+Gecko/20100101+Firefox/52.0 http://crossroadsbar.co.nz/ 200 7307 289
2017-04-10 22:41:07 GET /images/s1.jpg - 101.98.114.81 HTTP/1.1 Mozilla/5.0+(Windows+NT+6.1;+rv:52.0)+Gecko/20100101+Firefox/52.0 http://crossroadsbar.co.nz/ 200 692503 285
2017-04-10 22:41:07 GET /images/serve4.png - 101.98.114.81 HTTP/1.1 Mozilla/5.0+(Windows+NT+6.1;+rv:52.0)+Gecko/20100101+Firefox/52.0 http://crossroadsbar.co.nz/ 200 4415 289
2017-04-10 22:41:07 GET /images/g1.jpg - 101.98.114.81 HTTP/1.1 Mozilla/5.0+(Windows+NT+6.1;+rv:52.0)+Gecko/20100101+Firefox/52.0 http://crossroadsbar.co.nz/ 200 48831 285
2017-04-10 22:41:08 GET /images/s2.jpg - 101.98.114.81 HTTP/1.1 Mozilla/5.0+(Windows+NT+6.1;+rv:52.0)+Gecko/20100101+Firefox/52.0 http://crossroadsbar.co.nz/ 200 863576 285
2017-04-10 22:41:08 GET /images/g2.jpg - 101.98.114.81 HTTP/1.1 Mozilla/5.0+(Windows+NT+6.1;+rv:52.0)+Gecko/20100101+Firefox/52.0 http://crossroadsbar.co.nz/ 200 64370 285
2017-04-10 22:41:08 GET /images/c1.jpg - 101.98.114.81 HTTP/1.1 Mozilla/5.0+(Windows+NT+6.1;+rv:52.0)+Gecko/20100101+Firefox/52.0 http://crossroadsbar.co.nz/ 200 33007 285
2017-04-10 22:41:08 GET /images/c2.jpg - 101.98.114.81 HTTP/1.1 Mozilla/5.0+(Windows+NT+6.1;+rv:52.0)+Gecko/20100101+Firefox/52.0 http://crossroadsbar.co.nz/ 200 30984 285
2017-04-10 22:41:08 GET /images/c3.jpg - 101.98.114.81 HTTP/1.1 Mozilla/5.0+(Windows+NT+6.1;+rv:52.0)+Gecko/20100101+Firefox/52.0 http://crossroadsbar.co.nz/ 200 39200 285
2017-04-10 22:41:08 GET /images/c4.jpg - 101.98.114.81 HTTP/1.1 Mozilla/5.0+(Windows+NT+6.1;+rv:52.0)+Gecko/20100101+Firefox/52.0 http://crossroadsbar.co.nz/ 200 42204 285
2017-04-10 22:41:08 GET /images/g7.jpg - 101.98.114.81 HTTP/1.1 Mozilla/5.0+(Windows+NT+6.1;+rv:52.0)+Gecko/20100101+Firefox/52.0 http://crossroadsbar.co.nz/ 200 59529 285
2017-04-10 22:41:08 GET /images/g8.jpg - 101.98.114.81 HTTP/1.1 Mozilla/5.0+(Windows+NT+6.1;+rv:52.0)+Gecko/20100101+Firefox/52.0 http://crossroadsbar.co.nz/ 200 48224 285
2017-04-10 22:41:08 GET /images/s4.jpg - 101.98.114.81 HTTP/1.1 Mozilla/5.0+(Windows+NT+6.1;+rv:52.0)+Gecko/20100101+Firefox/52.0 http://crossroadsbar.co.nz/ 200 882157 285
2017-04-10 22:41:08 GET /pagead2.googlesyndication.com/pagead/js/f.txt - 101.98.114.81 HTTP/1.1 Mozilla/5.0+(Windows+NT+6.1;+rv:52.0)+Gecko/20100101+Firefox/52.0 http://crossroadsbar.co.nz/ 404 1405 317
2017-04-10 22:41:08 GET /www.google-analytics.com/analytics.js - 101.98.114.81 HTTP/1.1 Mozilla/5.0+(Windows+NT+6.1;+rv:52.0)+Gecko/20100101+Firefox/52.0 http://crossroadsbar.co.nz/ 404 1405 309
2017-04-10 22:41:08 GET /cdn.fancybar.net/ac/fancybar6a2f.js - 101.98.114.81 HTTP/1.1 Mozilla/5.0+(Windows+NT+6.1;+rv:52.0)+Gecko/20100101+Firefox/52.0 http://crossroadsbar.co.nz/ 404 1405 353
2017-04-10 22:41:08 GET /pagead2.googlesyndication.com/pagead/js/f.txt - 101.98.114.81 HTTP/1.1 Mozilla/5.0+(Windows+NT+6.1;+rv:52.0)+Gecko/20100101+Firefox/52.0 http://crossroadsbar.co.nz/ 404 1405 317
2017-04-10 22:41:08 GET /favicon.ico - 101.98.114.81 HTTP/1.1 Mozilla/5.0+(Windows+NT+6.1;+rv:52.0)+Gecko/20100101+Firefox/52.0 - 404 1405 297
#Software: Microsoft Internet Information Services 7.5
#Version: 1.0
#Date: 2017-04-10 23:25:46
#Fields: date time cs-method cs-uri-stem cs-username c-ip cs-version cs(User-Agent) cs(Referer) sc-status sc-bytes cs-bytes
2017-04-10 23:25:46 GET / - 101.98.114.81 HTTP/1.1 Mozilla/5.0+(Windows+NT+6.1)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/57.0.2987.133+Safari/537.36 - 200 7018 370
2017-04-10 23:25:46 GET /cdn.fancybar.net/ac/fancybar6a2f.js - 101.98.114.81 HTTP/1.1 Mozilla/5.0+(Windows+NT+6.1)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/57.0.2987.133+Safari/537.36 http://crossroadsbar.co.nz/ 404 1405 388
2017-04-10 23:25:46 GET /pagead2.googlesyndication.com/pagead/js/f.txt - 101.98.114.81 HTTP/1.1 Mozilla/5.0+(Windows+NT+6.1)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/57.0.2987.133+Safari/537.36 http://crossroadsbar.co.nz/ 404 1405 352
2017-04-10 23:25:46 GET /images/down.png - 101.98.114.81 HTTP/1.1 Mozilla/5.0+(Windows+NT+6.1)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/57.0.2987.133+Safari/537.36 http://crossroadsbar.co.nz/ 200 4972 347
2017-04-10 23:25:46 GET /images/border.png - 101.98.114.81 HTTP/1.1 Mozilla/5.0+(Windows+NT+6.1)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/57.0.2987.133+Safari/537.36 http://crossroadsbar.co.nz/ 200 3286 349
2017-04-10 23:25:46 GET /images/move-top.png - 101.98.114.81 HTTP/1.1 Mozilla/5.0+(Windows+NT+6.1)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/57.0.2987.133+Safari/537.36 http://crossroadsbar.co.nz/css/style.css 200 3488 364
2017-04-10 23:25:47 GET /images/serve1.png - 101.98.114.81 HTTP/1.1 Mozilla/5.0+(Windows+NT+6.1)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/57.0.2987.133+Safari/537.36 http://crossroadsbar.co.nz/ 200 1714 349
2017-04-10 23:25:47 GET /images/serve2.png - 101.98.114.81 HTTP/1.1 Mozilla/5.0+(Windows+NT+6.1)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/57.0.2987.133+Safari/537.36 http://crossroadsbar.co.nz/ 200 4431 349
2017-04-10 23:25:47 GET /images/serve3.png - 101.98.114.81 HTTP/1.1 Mozilla/5.0+(Windows+NT+6.1)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/57.0.2987.133+Safari/537.36 http://crossroadsbar.co.nz/ 200 7307 349
2017-04-10 23:25:47 GET /images/serve4.png - 101.98.114.81 HTTP/1.1 Mozilla/5.0+(Windows+NT+6.1)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/57.0.2987.133+Safari/537.36 http://crossroadsbar.co.nz/ 200 4415 349
2017-04-10 23:25:48 GET /images/banner.jpg - 101.98.114.81 HTTP/1.1 Mozilla/5.0+(Windows+NT+6.1)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/57.0.2987.133+Safari/537.36 http://crossroadsbar.co.nz/css/style.css 200 339923 362
2017-04-10 23:25:48 GET /images/g1.jpg - 101.98.114.81 HTTP/1.1 Mozilla/5.0+(Windows+NT+6.1)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/57.0.2987.133+Safari/537.36 http://crossroadsbar.co.nz/ 200 48831 345
2017-04-10 23:25:48 GET /images/g2.jpg - 101.98.114.81 HTTP/1.1 Mozilla/5.0+(Windows+NT+6.1)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/57.0.2987.133+Safari/537.36 http://crossroadsbar.co.nz/ 200 64370 345
2017-04-10 23:25:48 GET /images/c1.jpg - 101.98.114.81 HTTP/1.1 Mozilla/5.0+(Windows+NT+6.1)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/57.0.2987.133+Safari/537.36 http://crossroadsbar.co.nz/ 200 33007 345
2017-04-10 23:25:48 GET /images/s1.jpg - 101.98.114.81 HTTP/1.1 Mozilla/5.0+(Windows+NT+6.1)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/57.0.2987.133+Safari/537.36 http://crossroadsbar.co.nz/ 200 692503 345
2017-04-10 23:25:48 GET /images/c2.jpg - 101.98.114.81 HTTP/1.1 Mozilla/5.0+(Windows+NT+6.1)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/57.0.2987.133+Safari/537.36 http://crossroadsbar.co.nz/ 200 30984 345
2017-04-10 23:25:48 GET /images/c3.jpg - 101.98.114.81 HTTP/1.1 Mozilla/5.0+(Windows+NT+6.1)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/57.0.2987.133+Safari/537.36 http://crossroadsbar.co.nz/ 200 39200 345
2017-04-10 23:25:48 GET /images/c4.jpg - 101.98.114.81 HTTP/1.1 Mozilla/5.0+(Windows+NT+6.1)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/57.0.2987.133+Safari/537.36 http://crossroadsbar.co.nz/ 200 42204 345
2017-04-10 23:25:48 GET /images/s2.jpg - 101.98.114.81 HTTP/1.1 Mozilla/5.0+(Windows+NT+6.1)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/57.0.2987.133+Safari/537.36 http://crossroadsbar.co.nz/ 200 863576 345
2017-04-10 23:25:48 GET /images/s4.jpg - 101.98.114.81 HTTP/1.1 Mozilla/5.0+(Windows+NT+6.1)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/57.0.2987.133+Safari/537.36 http://crossroadsbar.co.nz/ 200 882157 345
2017-04-10 23:25:48 GET /images/g7.jpg - 101.98.114.81 HTTP/1.1 Mozilla/5.0+(Windows+NT+6.1)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/57.0.2987.133+Safari/537.36 http://crossroadsbar.co.nz/ 200 59529 345
2017-04-10 23:25:48 GET /images/g8.jpg - 101.98.114.81 HTTP/1.1 Mozilla/5.0+(Windows+NT+6.1)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/57.0.2987.133+Safari/537.36 http://crossroadsbar.co.nz/ 200 48224 345
2017-04-10 23:25:48 GET /images/tw.png - 101.98.114.81 HTTP/1.1 Mozilla/5.0+(Windows+NT+6.1)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/57.0.2987.133+Safari/537.36 http://crossroadsbar.co.nz/css/style.css 200 7323 358
2017-04-10 23:25:49 GET /images/s3.jpg - 101.98.114.81 HTTP/1.1 Mozilla/5.0+(Windows+NT+6.1)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/57.0.2987.133+Safari/537.36 http://crossroadsbar.co.nz/ 200 914588 345
2017-04-10 23:25:49 GET /images/fb.png - 101.98.114.81 HTTP/1.1 Mozilla/5.0+(Windows+NT+6.1)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/57.0.2987.133+Safari/537.36 http://crossroadsbar.co.nz/css/style.css 200 7384 358
