#Software: Microsoft Internet Information Services 7.5
#Version: 1.0
#Date: 2017-06-19 09:01:24
#Fields: date time cs-method cs-uri-stem cs-username c-ip cs-version cs(User-Agent) cs(Referer) sc-status sc-bytes cs-bytes
2017-06-19 09:01:24 GET / - 180.76.15.147 HTTP/1.1 Mozilla/5.0+(compatible;+Baiduspider/2.0;++http://www.baidu.com/search/spider.html) - 200 7037 221
#Software: Microsoft Internet Information Services 7.5
#Version: 1.0
#Date: 2017-06-19 23:27:37
#Fields: date time cs-method cs-uri-stem cs-username c-ip cs-version cs(User-Agent) cs(Referer) sc-status sc-bytes cs-bytes
2017-06-19 23:27:37 GET /robots.txt - 180.76.15.22 HTTP/1.1 Mozilla/5.0+(Windows+NT+5.1;+rv:6.0.2)+Gecko/20100101+Firefox/6.0.2 - 404 1424 221
#Software: Microsoft Internet Information Services 7.5
#Version: 1.0
#Date: 2017-06-20 06:33:31
#Fields: date time cs-method cs-uri-stem cs-username c-ip cs-version cs(User-Agent) cs(Referer) sc-status sc-bytes cs-bytes
2017-06-20 06:33:31 GET /robots.txt - 66.249.65.198 HTTP/1.1 Mozilla/5.0+(compatible;+Googlebot/2.1;++http://www.google.com/bot.html) - 404 1405 229
2017-06-20 06:33:31 GET /css/style.css - 66.249.65.200 HTTP/1.1 Mozilla/5.0+(compatible;+Googlebot/2.1;++http://www.google.com/bot.html) http://crossroadsbar.co.nz/index.html 200 15962 340
2017-06-20 06:33:33 GET /css/bootstrap.css - 66.249.65.202 HTTP/1.1 Mozilla/5.0+(compatible;+Googlebot/2.1;++http://www.google.com/bot.html) http://crossroadsbar.co.nz/index.html 200 27109 344
2017-06-20 06:33:33 GET /css/swipebox.css - 66.249.65.202 HTTP/1.1 Mozilla/5.0+(compatible;+Googlebot/2.1;++http://www.google.com/bot.html) http://crossroadsbar.co.nz/index.html 200 1525 343
2017-06-20 06:33:33 GET /cdn.fancybar.net/ac/fancybar6a2f.js - 66.249.65.202 HTTP/1.1 Mozilla/5.0+(compatible;+Googlebot/2.1;++http://www.google.com/bot.html) http://crossroadsbar.co.nz/index.html 404 1405 393
2017-06-20 06:33:35 GET /css/iconeffects.css - 66.249.65.202 HTTP/1.1 Mozilla/5.0+(compatible;+Googlebot/2.1;++http://www.google.com/bot.html) http://crossroadsbar.co.nz/index.html 200 3470 346
2017-06-20 06:33:35 GET /pagead2.googlesyndication.com/pagead/js/f.txt - 66.249.65.202 HTTP/1.1 Mozilla/5.0+(compatible;+Googlebot/2.1;++http://www.google.com/bot.html) http://crossroadsbar.co.nz/index.html 404 1405 357
2017-06-20 06:33:36 GET /css/animate.css - 66.249.65.200 HTTP/1.1 Mozilla/5.0+(compatible;+Googlebot/2.1;++http://www.google.com/bot.html) http://crossroadsbar.co.nz/index.html 200 8279 342
2017-06-20 06:33:38 GET /www.google-analytics.com/analytics.js - 66.249.65.200 HTTP/1.1 Mozilla/5.0+(compatible;+Googlebot/2.1;++http://www.google.com/bot.html) http://crossroadsbar.co.nz/index.html 404 1405 349
