#Software: Microsoft Internet Information Services 7.5
#Version: 1.0
#Date: 2018-01-13 10:52:08
#Fields: date time cs-method cs-uri-stem cs-username c-ip cs-version cs(User-Agent) cs(Referer) sc-status sc-bytes cs-bytes
2018-01-13 10:52:07 GET / - 180.76.15.138 HTTP/1.1 Mozilla/5.0+(compatible;+Baiduspider/2.0;++http://www.baidu.com/search/spider.html) - 200 23499 221
#Software: Microsoft Internet Information Services 7.5
#Version: 1.0
#Date: 2018-01-13 12:16:23
#Fields: date time cs-method cs-uri-stem cs-username c-ip cs-version cs(User-Agent) cs(Referer) sc-status sc-bytes cs-bytes
2018-01-13 12:16:23 GET /cdn.fancybar.net/ac/fancybar6a2f.js - 106.192.125.15 HTTP/1.1 Mozilla/5.0+(iPhone;+CPU+iPhone+OS+9_0_2+like+Mac+OS+X)+AppleWebKit/601.1.46+(KHTML,+like+Gecko)+Version/9.0+Mobile/13A452+Safari/601.1 http://crossroadsbar.co.nz/ 404 1405 406
2018-01-13 12:16:23 GET /js/jquery-1.11.1.min.js - 106.192.125.15 HTTP/1.1 Mozilla/5.0+(iPhone;+CPU+iPhone+OS+9_0_2+like+Mac+OS+X)+AppleWebKit/601.1.46+(KHTML,+like+Gecko)+Version/9.0+Mobile/13A452+Safari/601.1 http://crossroadsbar.co.nz/ 200 0 348
2018-01-13 12:16:23 GET /images/serve2.png - 106.192.125.15 HTTP/1.1 Mozilla/5.0+(iPhone;+CPU+iPhone+OS+9_0_2+like+Mac+OS+X)+AppleWebKit/601.1.46+(KHTML,+like+Gecko)+Version/9.0+Mobile/13A452+Safari/601.1 http://crossroadsbar.co.nz/ 200 0 342
2018-01-13 12:16:23 GET /js/jquery.swipebox.min.js - 106.192.125.15 HTTP/1.1 Mozilla/5.0+(iPhone;+CPU+iPhone+OS+9_0_2+like+Mac+OS+X)+AppleWebKit/601.1.46+(KHTML,+like+Gecko)+Version/9.0+Mobile/13A452+Safari/601.1 http://crossroadsbar.co.nz/ 200 0 350
2018-01-13 12:16:23 GET /css/iconeffects.css - 106.192.125.15 HTTP/1.1 Mozilla/5.0+(iPhone;+CPU+iPhone+OS+9_0_2+like+Mac+OS+X)+AppleWebKit/601.1.46+(KHTML,+like+Gecko)+Version/9.0+Mobile/13A452+Safari/601.1 http://crossroadsbar.co.nz/ 200 0 359
2018-01-13 12:16:23 GET /css/bootstrap.css - 106.192.125.15 HTTP/1.1 Mozilla/5.0+(iPhone;+CPU+iPhone+OS+9_0_2+like+Mac+OS+X)+AppleWebKit/601.1.46+(KHTML,+like+Gecko)+Version/9.0+Mobile/13A452+Safari/601.1 http://crossroadsbar.co.nz/ 200 0 357
