#Software: Microsoft Internet Information Services 7.5
#Version: 1.0
#Date: 2019-06-01 07:20:11
#Fields: date time cs-method cs-uri-stem cs-username c-ip cs-version cs(User-Agent) cs(Referer) sc-status sc-bytes cs-bytes
2019-06-01 07:20:10 GET / - 92.222.78.186 HTTP/1.1 Mozilla/5.0+(Windows+NT+6.1;+Win64;+x64;+rv:25.0)+Gecko/20100101+Firefox/25.0 - 200 103142 185
#Software: Microsoft Internet Information Services 7.5
#Version: 1.0
#Date: 2019-06-01 08:25:37
#Fields: date time cs-method cs-uri-stem cs-username c-ip cs-version cs(User-Agent) cs(Referer) sc-status sc-bytes cs-bytes
2019-06-01 08:25:37 GET /robots.txt - 157.55.39.36 HTTP/1.1 Mozilla/5.0+(compatible;+bingbot/2.0;++http://www.bing.com/bingbot.htm) - 404 1405 250
2019-06-01 08:25:42 GET / - 207.46.13.176 HTTP/1.1 Mozilla/5.0+(compatible;+bingbot/2.0;++http://www.bing.com/bingbot.htm) - 200 13729 272
#Software: Microsoft Internet Information Services 7.5
#Version: 1.0
#Date: 2019-06-01 09:31:33
#Fields: date time cs-method cs-uri-stem cs-username c-ip cs-version cs(User-Agent) cs(Referer) sc-status sc-bytes cs-bytes
2019-06-01 09:31:33 GET / - 60.191.38.77 HTTP/1.1 Mozilla/5.0+(Macintosh;+Intel+Mac+OS+X+10.11;+rv:47.0)+Gecko/20100101+Firefox/47.0 - 200 65536 176
#Software: Microsoft Internet Information Services 7.5
#Version: 1.0
#Date: 2019-06-01 12:00:44
#Fields: date time cs-method cs-uri-stem cs-username c-ip cs-version cs(User-Agent) cs(Referer) sc-status sc-bytes cs-bytes
2019-06-01 12:00:44 GET / - 66.249.66.143 HTTP/1.1 Mozilla/5.0+(compatible;+Googlebot/2.1;++http://www.google.com/bot.html) - 200 103142 298
2019-06-01 12:12:56 GET /favicon.ico - 66.249.66.139 HTTP/1.1 Googlebot-Image/1.0 - 404 1405 196
2019-06-01 12:13:09 GET /images/favicon.ico - 66.249.66.141 HTTP/1.1 Googlebot-Image/1.0 - 404 1405 203
#Software: Microsoft Internet Information Services 7.5
#Version: 1.0
#Date: 2019-06-01 13:12:44
