#Software: Microsoft Internet Information Services 7.5
#Version: 1.0
#Date: 2018-10-20 07:44:55
#Fields: date time cs-method cs-uri-stem cs-username c-ip cs-version cs(User-Agent) cs(Referer) sc-status sc-bytes cs-bytes
2018-10-20 07:44:54 GET / - 112.5.243.150 HTTP/1.1 Mozilla/5.0+(Windows+NT+6.1;+Win64;+x64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/67.0.3396.99+Safari/537.36 https://www.blog4u.top/how-to-generate-traffic-to-your-website-fast/68646325/ 200 13729 413
#Software: Microsoft Internet Information Services 7.5
#Version: 1.0
#Date: 2018-10-20 08:08:47
#Fields: date time cs-method cs-uri-stem cs-username c-ip cs-version cs(User-Agent) cs(Referer) sc-status sc-bytes cs-bytes
2018-10-20 11:33:54 GET /js/jquery.isotope.min.js - 66.249.93.211 HTTP/1.1 Mozilla/5.0+(Linux;+Android+7.0;+SM-G610F+Build/NRD90M)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/66.0.3359.126+Mobile+Safari/537.36 http://www.ngateahotel.co.nz/ 200 16218 513
2018-10-20 11:33:54 GET /images/gallery/gallery-6.jpg - 66.249.93.212 HTTP/1.1 Mozilla/5.0+(Linux;+Android+7.0;+SM-G610F+Build/NRD90M)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/66.0.3359.126+Mobile+Safari/537.36 http://www.ngateahotel.co.nz/ 200 20196 553
2018-10-20 11:33:54 GET /css/bootstrap/js/bootstrap.min.js - 66.249.93.212 HTTP/1.1 Mozilla/5.0+(Linux;+Android+7.0;+SM-G610F+Build/NRD90M)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/66.0.3359.126+Mobile+Safari/537.36 http://www.ngateahotel.co.nz/ 200 27990 522
2018-10-20 11:33:54 GET /js/jquery.flexslider-min.js - 66.249.93.212 HTTP/1.1 Mozilla/5.0+(Linux;+Android+7.0;+SM-G610F+Build/NRD90M)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/66.0.3359.126+Mobile+Safari/537.36 http://www.ngateahotel.co.nz/ 200 21685 516
2018-10-20 11:33:54 GET /js/prettyphoto/js/jquery.prettyPhoto.js - 66.249.93.211 HTTP/1.1 Mozilla/5.0+(Linux;+Android+7.0;+SM-G610F+Build/NRD90M)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/66.0.3359.126+Mobile+Safari/537.36 http://www.ngateahotel.co.nz/ 200 22334 528
2018-10-20 11:33:54 GET /images/icon-facebook.png - 66.249.93.211 HTTP/1.1 Mozilla/5.0+(Linux;+Android+7.0;+SM-G610F+Build/NRD90M)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/66.0.3359.126+Mobile+Safari/537.36 http://www.ngateahotel.co.nz/style.css 200 1874 558
2018-10-20 11:33:54 GET /images/toggle-plus.png - 66.249.93.211 HTTP/1.1 Mozilla/5.0+(Linux;+Android+7.0;+SM-G610F+Build/NRD90M)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/66.0.3359.126+Mobile+Safari/537.36 http://www.ngateahotel.co.nz/style.css 200 1206 556
2018-10-20 11:33:54 GET /css/bootstrap/fonts/glyphicons-halflings-regular.woff - 66.249.93.210 HTTP/1.1 Mozilla/5.0+(Linux;+Android+7.0;+SM-G610F+Build/NRD90M)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/66.0.3359.126+Mobile+Safari/537.36 http://www.ngateahotel.co.nz/css/bootstrap/css/bootstrap.min.css 404 1405 615
2018-10-20 11:33:55 GET /js/jquery.nicescroll.min.js - 66.249.93.210 HTTP/1.1 Mozilla/5.0+(Linux;+Android+7.0;+SM-G610F+Build/NRD90M)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/66.0.3359.126+Mobile+Safari/537.36 http://www.ngateahotel.co.nz/ 200 57934 516
2018-10-20 11:33:55 GET /images/bkgs/section-bkg.jpg - 66.249.93.212 HTTP/1.1 Mozilla/5.0+(Linux;+Android+7.0;+SM-G610F+Build/NRD90M)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/66.0.3359.126+Mobile+Safari/537.36 http://www.ngateahotel.co.nz/ 200 130166 552
2018-10-20 11:33:55 GET /images/events/event-1.jpg - 66.249.93.210 HTTP/1.1 Mozilla/5.0+(Linux;+Android+7.0;+SM-G610F+Build/NRD90M)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/66.0.3359.126+Mobile+Safari/537.36 http://www.ngateahotel.co.nz/ 200 608557 550
2018-10-20 11:33:55 GET /images/team/member-3.jpg - 66.249.93.212 HTTP/1.1 Mozilla/5.0+(Linux;+Android+7.0;+SM-G610F+Build/NRD90M)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/66.0.3359.126+Mobile+Safari/537.36 http://www.ngateahotel.co.nz/ 200 587295 549
2018-10-20 11:33:55 GET /images/events/event-3.jpg - 66.249.93.212 HTTP/1.1 Mozilla/5.0+(Linux;+Android+7.0;+SM-G610F+Build/NRD90M)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/66.0.3359.126+Mobile+Safari/537.36 http://www.ngateahotel.co.nz/ 200 598125 550
2018-10-20 11:33:55 GET /images/team/member-1.jpg - 66.249.93.210 HTTP/1.1 Mozilla/5.0+(Linux;+Android+7.0;+SM-G610F+Build/NRD90M)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/66.0.3359.126+Mobile+Safari/537.36 http://www.ngateahotel.co.nz/ 200 593475 549
2018-10-20 11:33:55 GET /images/events/event-2.jpg - 66.249.93.210 HTTP/1.1 Mozilla/5.0+(Linux;+Android+7.0;+SM-G610F+Build/NRD90M)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/66.0.3359.126+Mobile+Safari/537.36 http://www.ngateahotel.co.nz/ 200 595360 550
2018-10-20 11:33:55 GET /images/bkgs/home-bkg.jpg - 66.249.93.211 HTTP/1.1 Mozilla/5.0+(Linux;+Android+7.0;+SM-G610F+Build/NRD90M)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/66.0.3359.126+Mobile+Safari/537.36 http://www.ngateahotel.co.nz/ 200 275939 549
2018-10-20 11:33:57 GET /css/bootstrap/fonts/glyphicons-halflings-regular.ttf - 66.249.93.210 HTTP/1.1 Mozilla/5.0+(Linux;+Android+7.0;+SM-G610F+Build/NRD90M)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/66.0.3359.126+Mobile+Safari/537.36 http://www.ngateahotel.co.nz/css/bootstrap/css/bootstrap.min.css 200 29775 614
2018-10-20 11:33:57 GET /images/toggle-minus.png - 66.249.93.210 HTTP/1.1 Mozilla/5.0+(Linux;+Android+7.0;+SM-G610F+Build/NRD90M)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/66.0.3359.126+Mobile+Safari/537.36 http://www.ngateahotel.co.nz/style.css 200 1196 557
2018-10-20 11:33:57 GET /images/flexslider-arrows.png - 66.249.93.211 HTTP/1.1 Mozilla/5.0+(Linux;+Android+7.0;+SM-G610F+Build/NRD90M)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/66.0.3359.126+Mobile+Safari/537.36 http://www.ngateahotel.co.nz/style.css 200 1827 562
2018-10-20 11:33:58 GET /css/bootstrap/fonts/glyphicons-halflings-regular.ttf - 102.252.220.247 HTTP/1.1 Mozilla/5.0+(Linux;+Android+7.0;+SM-G610F+Build/NRD90M)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/66.0.3359.126+Mobile+Safari/537.36 http://www.ngateahotel.co.nz/css/bootstrap/css/bootstrap.min.css 200 29775 543
2018-10-20 11:34:00 GET /images/favicon.ico - 66.249.93.210 HTTP/1.1 Mozilla/5.0+(Linux;+Android+7.0;+SM-G610F+Build/NRD90M)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/66.0.3359.126+Mobile+Safari/537.36 http://www.ngateahotel.co.nz/ 404 1405 543
#Software: Microsoft Internet Information Services 7.5
#Version: 1.0
#Date: 2018-10-20 13:33:16
#Fields: date time cs-method cs-uri-stem cs-username c-ip cs-version cs(User-Agent) cs(Referer) sc-status sc-bytes cs-bytes
2018-10-20 13:33:15 GET /images/gallery/gallery-6.jpg - 66.249.79.153 HTTP/1.1 Googlebot-Image/1.0 - 304 211 263
2018-10-20 13:34:38 GET / - 191.96.249.88 HTTP/1.1 - - 200 103161 121
2018-10-20 13:46:14 GET /images/events/event-1.jpg - 66.249.79.156 HTTP/1.1 Googlebot-Image/1.0 - 304 211 260
#Software: Microsoft Internet Information Services 7.5
#Version: 1.0
#Date: 2018-10-20 16:08:42
#Fields: date time cs-method cs-uri-stem cs-username c-ip cs-version cs(User-Agent) cs(Referer) sc-status sc-bytes cs-bytes
2018-10-20 16:08:42 GET /robots.txt - 66.249.79.172 HTTP/1.1 Mozilla/5.0+(compatible;+Googlebot/2.1;++http://www.google.com/bot.html) - 404 1405 231
2018-10-20 16:08:46 GET / - 66.249.79.155 HTTP/1.1 Mozilla/5.0+(Linux;+Android+6.0.1;+Nexus+5X+Build/MMB29P)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/41.0.2272.96+Mobile+Safari/537.36+(compatible;+Googlebot/2.1;++http://www.google.com/bot.html) - 200 13729 424
2018-10-20 16:08:52 GET / - 66.249.79.172 HTTP/1.1 Mozilla/5.0+(compatible;+Googlebot/2.1;++http://www.google.com/bot.html) - 200 8913 294
#Software: Microsoft Internet Information Services 7.5
#Version: 1.0
#Date: 2018-10-20 17:29:38
#Fields: date time cs-method cs-uri-stem cs-username c-ip cs-version cs(User-Agent) cs(Referer) sc-status sc-bytes cs-bytes
2018-10-20 17:29:38 GET /robots.txt - 66.249.79.153 HTTP/1.1 Mozilla/5.0+(compatible;+Googlebot/2.1;++http://www.google.com/bot.html) - 404 1405 235
2018-10-20 17:30:06 GET / - 66.249.79.155 HTTP/1.1 Mozilla/5.0+(compatible;+Googlebot/2.1;++http://www.google.com/bot.html) - 200 13729 298
2018-10-20 17:30:10 GET /js/init.js - 66.249.79.153 HTTP/1.1 Mozilla/5.0+AppleWebKit/537.36+(KHTML,+like+Gecko;+compatible;+Googlebot/2.1;++http://www.google.com/bot.html)+Safari/537.36 http://www.ngateahotel.co.nz/ 200 1800 364
#Software: Microsoft Internet Information Services 7.5
#Version: 1.0
#Date: 2018-10-20 19:37:09
#Fields: date time cs-method cs-uri-stem cs-username c-ip cs-version cs(User-Agent) cs(Referer) sc-status sc-bytes cs-bytes
2018-10-20 19:37:09 GET /images/gallery/gallery-3.jpg - 66.249.79.153 HTTP/1.1 Googlebot-Image/1.0 - 304 211 263
2018-10-20 19:47:13 GET /images/team/member-2.jpg - 66.249.79.153 HTTP/1.1 Googlebot-Image/1.0 - 304 211 259
#Software: Microsoft Internet Information Services 7.5
#Version: 1.0
#Date: 2018-10-20 20:58:31
#Fields: date time cs-method cs-uri-stem cs-username c-ip cs-version cs(User-Agent) cs(Referer) sc-status sc-bytes cs-bytes
2018-10-20 20:58:31 GET / - 185.206.224.230 HTTP/1.0 Mozilla/5.0+(Windows+NT+6.0;+Win64;+rv:35.0)+Gecko/20100101+Firefox/35.0 http://ngateahotel.co.nz/ 200 103161 249
2018-10-20 20:58:33 POST /include/reservation-process.php - 185.206.224.230 HTTP/1.0 Mozilla/5.0+(Windows+NT+6.0;+Win64;+rv:35.0)+Gecko/20100101+Firefox/35.0 http://ngateahotel.co.nz/ 200 305 610
#Software: Microsoft Internet Information Services 7.5
#Version: 1.0
#Date: 2018-10-20 21:37:51
#Fields: date time cs-method cs-uri-stem cs-username c-ip cs-version cs(User-Agent) cs(Referer) sc-status sc-bytes cs-bytes
2018-10-20 21:37:50 GET /images/gallery/gallery-4.jpg - 66.249.79.153 HTTP/1.1 Googlebot-Image/1.0 - 304 210 263
2018-10-20 21:37:58 GET /images/gallery/gallery-4.jpg - 66.249.79.153 HTTP/1.1 Googlebot-Image/1.0 - 304 210 263
#Software: Microsoft Internet Information Services 7.5
#Version: 1.0
#Date: 2018-10-20 23:18:10
#Fields: date time cs-method cs-uri-stem cs-username c-ip cs-version cs(User-Agent) cs(Referer) sc-status sc-bytes cs-bytes
2018-10-20 23:18:10 GET / - 122.56.100.139 HTTP/1.1 Mozilla/5.0+(Windows+NT+6.1;+Win64;+x64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/70.0.3538.67+Safari/537.36 https://www.google.co.nz/ 200 13729 443
2018-10-20 23:18:10 GET /css/bootstrap/css/bootstrap.min.css - 122.56.100.139 HTTP/1.1 Mozilla/5.0+(Windows+NT+6.1;+Win64;+x64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/70.0.3538.67+Safari/537.36 http://www.ngateahotel.co.nz/ 200 22905 385
#Software: Microsoft Internet Information Services 7.5
#Version: 1.0
#Date: 2018-10-20 23:33:56
#Fields: date time cs-method cs-uri-stem cs-username c-ip cs-version cs(User-Agent) cs(Referer) sc-status sc-bytes cs-bytes
2018-10-20 23:33:56 GET / - 180.76.15.140 HTTP/1.1 Mozilla/5.0+(compatible;+Baiduspider/2.0;++http://www.baidu.com/search/spider.html) - 200 13748 223
#Software: Microsoft Internet Information Services 7.5
#Version: 1.0
#Date: 2018-10-21 00:11:18
#Fields: date time cs-method cs-uri-stem cs-username c-ip cs-version cs(User-Agent) cs(Referer) sc-status sc-bytes cs-bytes
2018-10-21 00:11:18 GET / - 159.89.111.196 HTTP/1.1 Mozilla/5.0+(Windows+NT+6.1;+WOW64;+rv:40.0)+Gecko/20100101+Firefox/40.1 - 200 103142 192
#Software: Microsoft Internet Information Services 7.5
#Version: 1.0
#Date: 2018-10-21 00:39:50
#Fields: date time cs-method cs-uri-stem cs-username c-ip cs-version cs(User-Agent) cs(Referer) sc-status sc-bytes cs-bytes
2018-10-21 00:39:50 GET /robots.txt - 46.229.168.149 HTTP/1.1 Mozilla/5.0+(compatible;+SemrushBot/2~bl;++http://www.semrush.com/bot.html) - 404 1424 209
2018-10-21 00:39:54 GET / - 46.229.168.132 HTTP/1.1 Mozilla/5.0+(compatible;+SemrushBot/2~bl;++http://www.semrush.com/bot.html) - 200 13748 205
2018-10-21 00:45:28 GET / - 49.224.214.151 HTTP/1.1 Mozilla/5.0+(iPhone;+CPU+iPhone+OS+12_0_1+like+Mac+OS+X)+AppleWebKit/605.1.15+(KHTML,+like+Gecko)+Version/12.0+Mobile/15E148+Safari/604.1 https://www.google.com/ 200 13729 391
2018-10-21 00:45:28 GET /js/prettyphoto/css/prettyPhoto.css - 49.224.214.151 HTTP/1.1 Mozilla/5.0+(iPhone;+CPU+iPhone+OS+12_0_1+like+Mac+OS+X)+AppleWebKit/605.1.15+(KHTML,+like+Gecko)+Version/12.0+Mobile/15E148+Safari/604.1 http://www.ngateahotel.co.nz/ 200 4101 356
2018-10-21 00:45:28 GET /style.css - 49.224.214.151 HTTP/1.1 Mozilla/5.0+(iPhone;+CPU+iPhone+OS+12_0_1+like+Mac+OS+X)+AppleWebKit/605.1.15+(KHTML,+like+Gecko)+Version/12.0+Mobile/15E148+Safari/604.1 http://www.ngateahotel.co.nz/ 200 5866 331
2018-10-21 00:45:28 GET /css/colors.css - 49.224.214.151 HTTP/1.1 Mozilla/5.0+(iPhone;+CPU+iPhone+OS+12_0_1+like+Mac+OS+X)+AppleWebKit/605.1.15+(KHTML,+like+Gecko)+Version/12.0+Mobile/15E148+Safari/604.1 http://www.ngateahotel.co.nz/ 200 3308 336
2018-10-21 00:45:28 GET /css/bootstrap/js/bootstrap.min.js - 49.224.214.151 HTTP/1.1 Mozilla/5.0+(iPhone;+CPU+iPhone+OS+12_0_1+like+Mac+OS+X)+AppleWebKit/605.1.15+(KHTML,+like+Gecko)+Version/12.0+Mobile/15E148+Safari/604.1 http://www.ngateahotel.co.nz/ 200 9762 340
2018-10-21 00:45:28 GET /js/jquery.easing.min.js - 49.224.214.151 HTTP/1.1 Mozilla/5.0+(iPhone;+CPU+iPhone+OS+12_0_1+like+Mac+OS+X)+AppleWebKit/605.1.15+(KHTML,+like+Gecko)+Version/12.0+Mobile/15E148+Safari/604.1 http://www.ngateahotel.co.nz/ 200 2644 330
2018-10-21 00:45:29 GET /css/bootstrap/css/bootstrap.min.css - 49.224.214.151 HTTP/1.1 Mozilla/5.0+(iPhone;+CPU+iPhone+OS+12_0_1+like+Mac+OS+X)+AppleWebKit/605.1.15+(KHTML,+like+Gecko)+Version/12.0+Mobile/15E148+Safari/604.1 http://www.ngateahotel.co.nz/ 200 22905 357
2018-10-21 00:45:29 GET /js/jquery.isotope.min.js - 49.224.214.151 HTTP/1.1 Mozilla/5.0+(iPhone;+CPU+iPhone+OS+12_0_1+like+Mac+OS+X)+AppleWebKit/605.1.15+(KHTML,+like+Gecko)+Version/12.0+Mobile/15E148+Safari/604.1 http://www.ngateahotel.co.nz/ 200 6559 331
2018-10-21 00:45:29 GET /js/prettyphoto/js/jquery.prettyPhoto.js - 49.224.214.151 HTTP/1.1 Mozilla/5.0+(iPhone;+CPU+iPhone+OS+12_0_1+like+Mac+OS+X)+AppleWebKit/605.1.15+(KHTML,+like+Gecko)+Version/12.0+Mobile/15E148+Safari/604.1 http://www.ngateahotel.co.nz/ 200 8007 346
2018-10-21 00:45:29 GET /js/jquery.flexslider-min.js - 49.224.214.151 HTTP/1.1 Mozilla/5.0+(iPhone;+CPU+iPhone+OS+12_0_1+like+Mac+OS+X)+AppleWebKit/605.1.15+(KHTML,+like+Gecko)+Version/12.0+Mobile/15E148+Safari/604.1 http://www.ngateahotel.co.nz/ 200 8289 334
2018-10-21 00:45:29 GET /js/jquery.form.min.js - 49.224.214.151 HTTP/1.1 Mozilla/5.0+(iPhone;+CPU+iPhone+OS+12_0_1+like+Mac+OS+X)+AppleWebKit/605.1.15+(KHTML,+like+Gecko)+Version/12.0+Mobile/15E148+Safari/604.1 http://www.ngateahotel.co.nz/ 200 5510 328
2018-10-21 00:45:29 GET /js/contactform.js - 49.224.214.151 HTTP/1.1 Mozilla/5.0+(iPhone;+CPU+iPhone+OS+12_0_1+like+Mac+OS+X)+AppleWebKit/605.1.15+(KHTML,+like+Gecko)+Version/12.0+Mobile/15E148+Safari/604.1 http://www.ngateahotel.co.nz/ 200 1385 324
2018-10-21 00:45:29 GET /js/init.js - 49.224.214.151 HTTP/1.1 Mozilla/5.0+(iPhone;+CPU+iPhone+OS+12_0_1+like+Mac+OS+X)+AppleWebKit/605.1.15+(KHTML,+like+Gecko)+Version/12.0+Mobile/15E148+Safari/604.1 http://www.ngateahotel.co.nz/ 200 1800 317
2018-10-21 00:45:29 GET /js/jquery.nicescroll.min.js - 49.224.214.151 HTTP/1.1 Mozilla/5.0+(iPhone;+CPU+iPhone+OS+12_0_1+like+Mac+OS+X)+AppleWebKit/605.1.15+(KHTML,+like+Gecko)+Version/12.0+Mobile/15E148+Safari/604.1 http://www.ngateahotel.co.nz/ 200 21445 334
2018-10-21 00:45:29 GET /css/bootstrap/fonts/glyphicons-halflings-regular.woff - 49.224.214.151 HTTP/1.1 Mozilla/5.0+(iPhone;+CPU+iPhone+OS+12_0_1+like+Mac+OS+X)+AppleWebKit/605.1.15+(KHTML,+like+Gecko)+Version/12.0+Mobile/15E148+Safari/604.1 http://www.ngateahotel.co.nz/ 404 1405 360
2018-10-21 00:45:29 GET /images/logo-big.png - 49.224.214.151 HTTP/1.1 Mozilla/5.0+(iPhone;+CPU+iPhone+OS+12_0_1+like+Mac+OS+X)+AppleWebKit/605.1.15+(KHTML,+like+Gecko)+Version/12.0+Mobile/15E148+Safari/604.1 http://www.ngateahotel.co.nz/ 200 16600 384
2018-10-21 00:45:29 GET /images/blog/blog-1.jpg - 49.224.214.151 HTTP/1.1 Mozilla/5.0+(iPhone;+CPU+iPhone+OS+12_0_1+like+Mac+OS+X)+AppleWebKit/605.1.15+(KHTML,+like+Gecko)+Version/12.0+Mobile/15E148+Safari/604.1 http://www.ngateahotel.co.nz/ 200 14403 387
2018-10-21 00:45:31 GET /css/bootstrap/fonts/glyphicons-halflings-regular.ttf - 49.224.214.151 HTTP/1.1 Mozilla/5.0+(iPhone;+CPU+iPhone+OS+12_0_1+like+Mac+OS+X)+AppleWebKit/605.1.15+(KHTML,+like+Gecko)+Version/12.0+Mobile/15E148+Safari/604.1 http://www.ngateahotel.co.nz/ 200 29775 359
2018-10-21 00:45:31 GET /images/events/event-3.jpg - 49.224.214.151 HTTP/1.1 Mozilla/5.0+(iPhone;+CPU+iPhone+OS+12_0_1+like+Mac+OS+X)+AppleWebKit/605.1.15+(KHTML,+like+Gecko)+Version/12.0+Mobile/15E148+Safari/604.1 http://www.ngateahotel.co.nz/ 200 598125 390
2018-10-21 00:45:31 GET /images/events/event-4.jpg - 49.224.214.151 HTTP/1.1 Mozilla/5.0+(iPhone;+CPU+iPhone+OS+12_0_1+like+Mac+OS+X)+AppleWebKit/605.1.15+(KHTML,+like+Gecko)+Version/12.0+Mobile/15E148+Safari/604.1 http://www.ngateahotel.co.nz/ 200 16101 390
2018-10-21 00:45:31 GET /images/events/event-1.jpg - 49.224.214.151 HTTP/1.1 Mozilla/5.0+(iPhone;+CPU+iPhone+OS+12_0_1+like+Mac+OS+X)+AppleWebKit/605.1.15+(KHTML,+like+Gecko)+Version/12.0+Mobile/15E148+Safari/604.1 http://www.ngateahotel.co.nz/ 200 608557 390
2018-10-21 00:45:31 GET /images/events/event-2.jpg - 49.224.214.151 HTTP/1.1 Mozilla/5.0+(iPhone;+CPU+iPhone+OS+12_0_1+like+Mac+OS+X)+AppleWebKit/605.1.15+(KHTML,+like+Gecko)+Version/12.0+Mobile/15E148+Safari/604.1 http://www.ngateahotel.co.nz/ 200 595360 390
2018-10-21 00:45:32 GET /images/team/member-1.jpg - 49.224.214.151 HTTP/1.1 Mozilla/5.0+(iPhone;+CPU+iPhone+OS+12_0_1+like+Mac+OS+X)+AppleWebKit/605.1.15+(KHTML,+like+Gecko)+Version/12.0+Mobile/15E148+Safari/604.1 http://www.ngateahotel.co.nz/ 200 593475 389
2018-10-21 00:45:33 GET /images/team/member-2.jpg - 49.224.214.151 HTTP/1.1 Mozilla/5.0+(iPhone;+CPU+iPhone+OS+12_0_1+like+Mac+OS+X)+AppleWebKit/605.1.15+(KHTML,+like+Gecko)+Version/12.0+Mobile/15E148+Safari/604.1 http://www.ngateahotel.co.nz/ 200 594701 389
2018-10-21 00:45:33 GET /images/team/member-3.jpg - 49.224.214.151 HTTP/1.1 Mozilla/5.0+(iPhone;+CPU+iPhone+OS+12_0_1+like+Mac+OS+X)+AppleWebKit/605.1.15+(KHTML,+like+Gecko)+Version/12.0+Mobile/15E148+Safari/604.1 http://www.ngateahotel.co.nz/ 200 587295 389
2018-10-21 00:45:33 GET /images/gallery/gallery-1.jpg - 49.224.214.151 HTTP/1.1 Mozilla/5.0+(iPhone;+CPU+iPhone+OS+12_0_1+like+Mac+OS+X)+AppleWebKit/605.1.15+(KHTML,+like+Gecko)+Version/12.0+Mobile/15E148+Safari/604.1 http://www.ngateahotel.co.nz/ 200 16100 393
2018-10-21 00:45:33 GET /images/gallery/gallery-2.jpg - 49.224.214.151 HTTP/1.1 Mozilla/5.0+(iPhone;+CPU+iPhone+OS+12_0_1+like+Mac+OS+X)+AppleWebKit/605.1.15+(KHTML,+like+Gecko)+Version/12.0+Mobile/15E148+Safari/604.1 http://www.ngateahotel.co.nz/ 200 16758 393
2018-10-21 00:45:35 GET /images/gallery/gallery-3.jpg - 49.224.214.151 HTTP/1.1 Mozilla/5.0+(iPhone;+CPU+iPhone+OS+12_0_1+like+Mac+OS+X)+AppleWebKit/605.1.15+(KHTML,+like+Gecko)+Version/12.0+Mobile/15E148+Safari/604.1 http://www.ngateahotel.co.nz/ 200 14699 393
2018-10-21 00:45:35 GET /images/gallery/gallery-4.jpg - 49.224.214.151 HTTP/1.1 Mozilla/5.0+(iPhone;+CPU+iPhone+OS+12_0_1+like+Mac+OS+X)+AppleWebKit/605.1.15+(KHTML,+like+Gecko)+Version/12.0+Mobile/15E148+Safari/604.1 http://www.ngateahotel.co.nz/ 200 14402 393
2018-10-21 00:45:35 GET /images/gallery/gallery-5.jpg - 49.224.214.151 HTTP/1.1 Mozilla/5.0+(iPhone;+CPU+iPhone+OS+12_0_1+like+Mac+OS+X)+AppleWebKit/605.1.15+(KHTML,+like+Gecko)+Version/12.0+Mobile/15E148+Safari/604.1 http://www.ngateahotel.co.nz/ 200 18116 393
2018-10-21 00:45:35 GET /images/gallery/gallery-6.jpg - 49.224.214.151 HTTP/1.1 Mozilla/5.0+(iPhone;+CPU+iPhone+OS+12_0_1+like+Mac+OS+X)+AppleWebKit/605.1.15+(KHTML,+like+Gecko)+Version/12.0+Mobile/15E148+Safari/604.1 http://www.ngateahotel.co.nz/ 200 20196 393
2018-10-21 00:45:35 GET /images/bkgs/home-bkg.jpg - 49.224.214.151 HTTP/1.1 Mozilla/5.0+(iPhone;+CPU+iPhone+OS+12_0_1+like+Mac+OS+X)+AppleWebKit/605.1.15+(KHTML,+like+Gecko)+Version/12.0+Mobile/15E148+Safari/604.1 http://www.ngateahotel.co.nz/ 200 275939 389
2018-10-21 00:45:35 GET /images/bkgs/section-bkg.jpg - 49.224.214.151 HTTP/1.1 Mozilla/5.0+(iPhone;+CPU+iPhone+OS+12_0_1+like+Mac+OS+X)+AppleWebKit/605.1.15+(KHTML,+like+Gecko)+Version/12.0+Mobile/15E148+Safari/604.1 http://www.ngateahotel.co.nz/ 200 130166 392
2018-10-21 00:45:35 GET /images/toggle-plus.png - 49.224.214.151 HTTP/1.1 Mozilla/5.0+(iPhone;+CPU+iPhone+OS+12_0_1+like+Mac+OS+X)+AppleWebKit/605.1.15+(KHTML,+like+Gecko)+Version/12.0+Mobile/15E148+Safari/604.1 http://www.ngateahotel.co.nz/ 200 1206 387
2018-10-21 00:45:35 GET /images/icon-facebook.png - 49.224.214.151 HTTP/1.1 Mozilla/5.0+(iPhone;+CPU+iPhone+OS+12_0_1+like+Mac+OS+X)+AppleWebKit/605.1.15+(KHTML,+like+Gecko)+Version/12.0+Mobile/15E148+Safari/604.1 http://www.ngateahotel.co.nz/ 200 1874 389
2018-10-21 00:45:36 GET /images/toggle-minus.png - 49.224.214.151 HTTP/1.1 Mozilla/5.0+(iPhone;+CPU+iPhone+OS+12_0_1+like+Mac+OS+X)+AppleWebKit/605.1.15+(KHTML,+like+Gecko)+Version/12.0+Mobile/15E148+Safari/604.1 http://www.ngateahotel.co.nz/ 200 1196 388
2018-10-21 00:45:36 GET /images/flexslider-arrows.png - 49.224.214.151 HTTP/1.1 Mozilla/5.0+(iPhone;+CPU+iPhone+OS+12_0_1+like+Mac+OS+X)+AppleWebKit/605.1.15+(KHTML,+like+Gecko)+Version/12.0+Mobile/15E148+Safari/604.1 http://www.ngateahotel.co.nz/ 200 1827 393
2018-10-21 00:45:36 GET /images/favicon.ico - 49.224.214.151 HTTP/1.1 Mozilla/5.0+(iPhone;+CPU+iPhone+OS+12_0_1+like+Mac+OS+X)+AppleWebKit/605.1.15+(KHTML,+like+Gecko)+Version/12.0+Mobile/15E148+Safari/604.1 http://www.ngateahotel.co.nz/ 404 1405 325
2018-10-21 00:59:23 GET /robots.txt - 163.47.20.97 HTTP/1.1 Mozilla/5.0+(compatible;+Uptimebot/1.0;++http://www.uptime.com/uptimebot) - 404 1405 194
#Software: Microsoft Internet Information Services 7.5
#Version: 1.0
#Date: 2018-10-21 01:18:33
#Fields: date time cs-method cs-uri-stem cs-username c-ip cs-version cs(User-Agent) cs(Referer) sc-status sc-bytes cs-bytes
