#Software: Microsoft Internet Information Services 7.5
#Version: 1.0
#Date: 2018-01-27 11:39:03
#Fields: date time cs-method cs-uri-stem cs-username c-ip cs-version cs(User-Agent) cs(Referer) sc-status sc-bytes cs-bytes
2018-01-27 11:39:03 HEAD / - 96.47.226.18 HTTP/1.1 Mozilla/5.0+(compatible;+Uptimebot/1.0;++http://www.uptime.com/uptimebot) http://uptime-us.net/ngateahotel.co.nz 200 268 199
2018-01-27 11:47:58 GET /webapps/i/89914/230892/352474 - 66.249.79.25 HTTP/1.1 Mozilla/5.0+(compatible;+Googlebot/2.1;++http://www.google.com/bot.html) - 404 1405 327
#Software: Microsoft Internet Information Services 7.5
#Version: 1.0
#Date: 2018-01-27 12:34:45
#Fields: date time cs-method cs-uri-stem cs-username c-ip cs-version cs(User-Agent) cs(Referer) sc-status sc-bytes cs-bytes
2018-01-27 12:34:45 GET /robots.txt - 207.241.231.59 HTTP/1.0 Mozilla/5.0+(compatible;+NLNZ_IAHarvester2018/3.3.0++https://natlib.govt.nz/publishers-and-authors/web-harvesting/domain-harvest) - 404 1424 1574
2018-01-27 12:34:47 GET / - 207.241.231.59 HTTP/1.0 Mozilla/5.0+(compatible;+NLNZ_IAHarvester2018/3.3.0++https://natlib.govt.nz/publishers-and-authors/web-harvesting/domain-harvest) - 200 103161 1564
2018-01-27 12:34:48 GET /favicon.ico - 207.241.231.59 HTTP/1.0 Mozilla/5.0+(compatible;+NLNZ_IAHarvester2018/3.3.0++https://natlib.govt.nz/publishers-and-authors/web-harvesting/domain-harvest) http://ngateahotel.co.nz/ 404 1424 1611
2018-01-27 12:34:50 GET /images/favicon.ico - 207.241.231.59 HTTP/1.0 Mozilla/5.0+(compatible;+NLNZ_IAHarvester2018/3.3.0++https://natlib.govt.nz/publishers-and-authors/web-harvesting/domain-harvest) http://ngateahotel.co.nz/ 404 1424 1618
2018-01-27 12:34:53 GET /css/bootstrap/css/bootstrap.min.css - 207.241.231.59 HTTP/1.0 Mozilla/5.0+(compatible;+NLNZ_IAHarvester2018/3.3.0++https://natlib.govt.nz/publishers-and-authors/web-harvesting/domain-harvest) http://ngateahotel.co.nz/ 200 97606 1635
2018-01-27 12:34:55 GET /style.css - 207.241.231.59 HTTP/1.0 Mozilla/5.0+(compatible;+NLNZ_IAHarvester2018/3.3.0++https://natlib.govt.nz/publishers-and-authors/web-harvesting/domain-harvest) http://ngateahotel.co.nz/ 200 17841 1609
2018-01-27 12:34:56 GET /css/colors.css - 207.241.231.59 HTTP/1.0 Mozilla/5.0+(compatible;+NLNZ_IAHarvester2018/3.3.0++https://natlib.govt.nz/publishers-and-authors/web-harvesting/domain-harvest) http://ngateahotel.co.nz/ 200 10520 1614
2018-01-27 12:34:59 GET /js/prettyphoto/css/prettyPhoto.css - 207.241.231.59 HTTP/1.0 Mozilla/5.0+(compatible;+NLNZ_IAHarvester2018/3.3.0++https://natlib.govt.nz/publishers-and-authors/web-harvesting/domain-harvest) http://ngateahotel.co.nz/ 200 20182 1634
2018-01-27 12:35:01 GET /images/bkgs/home-bkg.jpg - 207.241.231.59 HTTP/1.0 Mozilla/5.0+(compatible;+NLNZ_IAHarvester2018/3.3.0++https://natlib.govt.nz/publishers-and-authors/web-harvesting/domain-harvest) http://ngateahotel.co.nz/ 200 275958 1624
2018-01-27 12:35:04 GET /images/logo-big.png - 207.241.231.59 HTTP/1.0 Mozilla/5.0+(compatible;+NLNZ_IAHarvester2018/3.3.0++https://natlib.govt.nz/publishers-and-authors/web-harvesting/domain-harvest) http://ngateahotel.co.nz/ 200 16619 1619
2018-01-27 12:35:06 GET /images/bkgs/section-bkg.jpg - 207.241.231.59 HTTP/1.0 Mozilla/5.0+(compatible;+NLNZ_IAHarvester2018/3.3.0++https://natlib.govt.nz/publishers-and-authors/web-harvesting/domain-harvest) http://ngateahotel.co.nz/ 200 130185 1627
2018-01-27 12:35:09 GET /images/blog/blog-1.jpg - 207.241.231.59 HTTP/1.0 Mozilla/5.0+(compatible;+NLNZ_IAHarvester2018/3.3.0++https://natlib.govt.nz/publishers-and-authors/web-harvesting/domain-harvest) http://ngateahotel.co.nz/ 200 14422 1622
2018-01-27 12:35:11 GET /images/events/event-1.jpg - 207.241.231.59 HTTP/1.0 Mozilla/5.0+(compatible;+NLNZ_IAHarvester2018/3.3.0++https://natlib.govt.nz/publishers-and-authors/web-harvesting/domain-harvest) http://ngateahotel.co.nz/ 200 608576 1625
2018-01-27 12:35:14 GET /images/events/event-2.jpg - 207.241.231.59 HTTP/1.0 Mozilla/5.0+(compatible;+NLNZ_IAHarvester2018/3.3.0++https://natlib.govt.nz/publishers-and-authors/web-harvesting/domain-harvest) http://ngateahotel.co.nz/ 200 595379 1625
2018-01-27 12:35:17 GET /images/events/event-3.jpg - 207.241.231.59 HTTP/1.0 Mozilla/5.0+(compatible;+NLNZ_IAHarvester2018/3.3.0++https://natlib.govt.nz/publishers-and-authors/web-harvesting/domain-harvest) http://ngateahotel.co.nz/ 200 598144 1625
2018-01-27 12:35:19 GET /images/events/event-4.jpg - 207.241.231.59 HTTP/1.0 Mozilla/5.0+(compatible;+NLNZ_IAHarvester2018/3.3.0++https://natlib.govt.nz/publishers-and-authors/web-harvesting/domain-harvest) http://ngateahotel.co.nz/ 200 16120 1625
2018-01-27 12:35:22 GET /images/team/member-1.jpg - 207.241.231.59 HTTP/1.0 Mozilla/5.0+(compatible;+NLNZ_IAHarvester2018/3.3.0++https://natlib.govt.nz/publishers-and-authors/web-harvesting/domain-harvest) http://ngateahotel.co.nz/ 200 593494 1624
