#Software: Microsoft Internet Information Services 7.5
#Version: 1.0
#Date: 2016-12-24 12:05:31
#Fields: date time cs-method cs-uri-stem cs-username c-ip cs-version cs(User-Agent) cs(Referer) sc-status sc-bytes cs-bytes
2016-12-24 12:05:31 GET / - 79.134.218.13 HTTP/1.1 <a+href="http://forum.windowsfaq.ru/">Forum.WindowsFAQ.ru</a> <a+href="http://forum.windowsfaq.ru/">Forum.WindowsFAQ.ru</a> 200 959 305
#Software: Microsoft Internet Information Services 7.5
#Version: 1.0
#Date: 2016-12-24 15:10:47
#Fields: date time cs-method cs-uri-stem cs-username c-ip cs-version cs(User-Agent) cs(Referer) sc-status sc-bytes cs-bytes
2016-12-24 15:10:47 GET /robots.txt - 46.229.164.99 HTTP/1.1 Mozilla/5.0+(compatible;+SemrushBot/1.1~bl;++http://www.semrush.com/bot.html) - 404 1424 211
#Software: Microsoft Internet Information Services 7.5
#Version: 1.0
#Date: 2016-12-24 16:03:15
#Fields: date time cs-method cs-uri-stem cs-username c-ip cs-version cs(User-Agent) cs(Referer) sc-status sc-bytes cs-bytes
2016-12-24 16:03:15 GET /robots.txt - 46.165.197.142 HTTP/1.1 Mozilla/5.0+(compatible;+MJ12bot/v1.4.7;+http://mj12bot.com/) - 404 1405 169
2016-12-24 16:03:17 GET / - 46.165.197.142 HTTP/1.1 Mozilla/5.0+(compatible;+MJ12bot/v1.4.7;+http://mj12bot.com/) - 200 959 346
#Software: Microsoft Internet Information Services 7.5
#Version: 1.0
#Date: 2016-12-24 17:29:51
#Fields: date time cs-method cs-uri-stem cs-username c-ip cs-version cs(User-Agent) cs(Referer) sc-status sc-bytes cs-bytes
2016-12-24 17:29:51 GET /robots.txt - 88.198.94.196 HTTP/1.1 Mozilla/5.0+(compatible;+BLEXBot/1.0;++http://webmeup-crawler.com/) - 404 1405 262
2016-12-24 17:29:52 GET /robots.txt - 88.198.94.196 HTTP/1.1 Mozilla/5.0+(compatible;+BLEXBot/1.0;++http://webmeup-crawler.com/) - 404 1405 266
2016-12-24 17:29:52 GET / - 88.198.94.196 HTTP/1.1 Mozilla/5.0+(compatible;+BLEXBot/1.0;++http://webmeup-crawler.com/) - 200 818 256
2016-12-24 17:30:00 GET /sitemap.xml - 88.198.94.196 HTTP/1.1 Mozilla/5.0+(compatible;+BLEXBot/1.0;++http://webmeup-crawler.com/) - 404 1405 263
2016-12-24 17:30:06 GET /sitemap.xml - 88.198.94.196 HTTP/1.1 Mozilla/5.0+(compatible;+BLEXBot/1.0;++http://webmeup-crawler.com/) - 404 1405 267
#Software: Microsoft Internet Information Services 7.5
#Version: 1.0
#Date: 2016-12-24 19:41:01
#Fields: date time cs-method cs-uri-stem cs-username c-ip cs-version cs(User-Agent) cs(Referer) sc-status sc-bytes cs-bytes
2016-12-24 19:41:01 GET /upload.php - 195.154.191.64 HTTP/1.0 Mozilla/5.0+(Windows+NT+6.1)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/41.0.2228.0+Safari/537.36 - 404 1429 273
#Software: Microsoft Internet Information Services 7.5
#Version: 1.0
#Date: 2016-12-24 20:29:58
#Fields: date time cs-method cs-uri-stem cs-username c-ip cs-version cs(User-Agent) cs(Referer) sc-status sc-bytes cs-bytes
2016-12-24 20:29:57 GET /wp-login.php - 199.15.233.162 HTTP/1.1 Mozilla/5.0+(compatible;+MSIE+9.0;+Windows+NT+6.1;+Trident/5.0) - 404 1405 228
2016-12-24 20:29:59 GET /wp-login.php - 199.15.233.162 HTTP/1.1 Mozilla/5.0+(compatible;+MSIE+9.0;+Windows+NT+6.1;+Trident/5.0) - 404 1405 205
