#Software: Microsoft Internet Information Services 7.5
#Version: 1.0
#Date: 2018-04-06 07:15:04
#Fields: date time cs-method cs-uri-stem cs-username c-ip cs-version cs(User-Agent) cs(Referer) sc-status sc-bytes cs-bytes
2018-04-06 07:15:04 HEAD / - 188.165.200.217 HTTP/1.1 Mozilla/4.0+(compatible;+MSIE+5.01;+Windows+NT+5.0) - 200 249 122
#Software: Microsoft Internet Information Services 7.5
#Version: 1.0
#Date: 2018-04-06 07:40:30
#Fields: date time cs-method cs-uri-stem cs-username c-ip cs-version cs(User-Agent) cs(Referer) sc-status sc-bytes cs-bytes
2018-04-06 07:40:30 GET / - 122.57.147.161 HTTP/1.1 Mozilla/5.0+(iPhone;+CPU+iPhone+OS+11_2_2+like+Mac+OS+X)+AppleWebKit/604.4.7+(KHTML,+like+Gecko)+Version/11.0+Mobile/15C202+Safari/604.1 https://www.google.co.nz/ 200 13729 416
2018-04-06 07:40:30 GET /js/prettyphoto/css/prettyPhoto.css - 122.57.147.161 HTTP/1.1 Mozilla/5.0+(iPhone;+CPU+iPhone+OS+11_2_2+like+Mac+OS+X)+AppleWebKit/604.4.7+(KHTML,+like+Gecko)+Version/11.0+Mobile/15C202+Safari/604.1 http://www.ngateahotel.co.nz/ 200 4101 379
2018-04-06 07:40:30 GET /style.css - 122.57.147.161 HTTP/1.1 Mozilla/5.0+(iPhone;+CPU+iPhone+OS+11_2_2+like+Mac+OS+X)+AppleWebKit/604.4.7+(KHTML,+like+Gecko)+Version/11.0+Mobile/15C202+Safari/604.1 http://www.ngateahotel.co.nz/ 200 5866 354
2018-04-06 07:40:30 GET /css/colors.css - 122.57.147.161 HTTP/1.1 Mozilla/5.0+(iPhone;+CPU+iPhone+OS+11_2_2+like+Mac+OS+X)+AppleWebKit/604.4.7+(KHTML,+like+Gecko)+Version/11.0+Mobile/15C202+Safari/604.1 http://www.ngateahotel.co.nz/ 200 3308 359
2018-04-06 07:40:30 GET /css/bootstrap/js/bootstrap.min.js - 122.57.147.161 HTTP/1.1 Mozilla/5.0+(iPhone;+CPU+iPhone+OS+11_2_2+like+Mac+OS+X)+AppleWebKit/604.4.7+(KHTML,+like+Gecko)+Version/11.0+Mobile/15C202+Safari/604.1 http://www.ngateahotel.co.nz/ 200 9762 363
2018-04-06 07:40:30 GET /js/jquery.easing.min.js - 122.57.147.161 HTTP/1.1 Mozilla/5.0+(iPhone;+CPU+iPhone+OS+11_2_2+like+Mac+OS+X)+AppleWebKit/604.4.7+(KHTML,+like+Gecko)+Version/11.0+Mobile/15C202+Safari/604.1 http://www.ngateahotel.co.nz/ 200 2644 353
