#Software: Microsoft Internet Information Services 7.5
#Version: 1.0
#Date: 2019-05-04 08:34:54
#Fields: date time cs-method cs-uri-stem cs-username c-ip cs-version cs(User-Agent) cs(Referer) sc-status sc-bytes cs-bytes
2019-05-04 08:34:54 GET / - 209.17.97.18 HTTP/1.1 Mozilla/5.0+(compatible;+Nimbostratus-Bot/v1.3.2;+http://cloudsystemnetworks.com) - 200 103142 138
#Software: Microsoft Internet Information Services 7.5
#Version: 1.0
#Date: 2019-05-04 09:49:36
#Fields: date time cs-method cs-uri-stem cs-username c-ip cs-version cs(User-Agent) cs(Referer) sc-status sc-bytes cs-bytes
2019-05-04 09:49:36 GET / - 185.189.113.34 HTTP/1.0 Mozilla/5.0+(Windows+NT+10.0;+Win64;+x64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/67.0.3396.79+Safari/537.36 http://ngateahotel.co.nz/ 200 103161 310
2019-05-04 09:49:44 POST /include/reservation-process.php - 185.189.113.34 HTTP/1.0 Mozilla/5.0+(Windows+NT+10.0;+Win64;+x64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/67.0.3396.79+Safari/537.36 http://ngateahotel.co.nz/ 200 305 628
#Software: Microsoft Internet Information Services 7.5
#Version: 1.0
#Date: 2019-05-04 11:00:46
#Fields: date time cs-method cs-uri-stem cs-username c-ip cs-version cs(User-Agent) cs(Referer) sc-status sc-bytes cs-bytes
2019-05-04 11:00:46 GET /robots.txt - 66.249.79.179 HTTP/1.1 Mozilla/5.0+(compatible;+Googlebot/2.1;++http://www.google.com/bot.html) - 404 1405 235
2019-05-04 11:00:49 GET /images/events/event-3.jpg - 66.249.79.183 HTTP/1.1 Googlebot-Image/1.0 - 200 598125 210
#Software: Microsoft Internet Information Services 7.5
#Version: 1.0
#Date: 2019-05-04 12:01:37
#Fields: date time cs-method cs-uri-stem cs-username c-ip cs-version cs(User-Agent) cs(Referer) sc-status sc-bytes cs-bytes
