#Software: Microsoft Internet Information Services 7.5
#Version: 1.0
#Date: 2019-02-19 07:09:10
#Fields: date time cs-method cs-uri-stem cs-username c-ip cs-version cs(User-Agent) cs(Referer) sc-status sc-bytes cs-bytes
2019-02-19 07:09:10 GET / - 209.17.96.66 HTTP/1.1 Mozilla/5.0+(compatible;+Nimbostratus-Bot/v1.3.2;+http://cloudsystemnetworks.com) - 200 103142 142
#Software: Microsoft Internet Information Services 7.5
#Version: 1.0
#Date: 2019-02-19 08:15:57
#Fields: date time cs-method cs-uri-stem cs-username c-ip cs-version cs(User-Agent) cs(Referer) sc-status sc-bytes cs-bytes
2019-02-19 08:15:57 HEAD /temp.php - 110.83.60.30 HTTP/1.1 - - 404 179 98
#Software: Microsoft Internet Information Services 7.5
#Version: 1.0
#Date: 2019-02-19 09:11:46
#Fields: date time cs-method cs-uri-stem cs-username c-ip cs-version cs(User-Agent) cs(Referer) sc-status sc-bytes cs-bytes
2019-02-19 09:11:46 GET / - 66.220.149.10 HTTP/1.1 facebookexternalhit/1.1+(+http://www.facebook.com/externalhit_uatext.php) - 206 103212 221
2019-02-19 09:11:47 GET /images/gallery/gallery-2.jpg - 66.220.149.10 HTTP/1.1 facebookexternalhit/1.1+(+http://www.facebook.com/externalhit_uatext.php) - 206 16826 249
2019-02-19 09:11:47 GET /images/gallery/gallery-5.jpg - 66.220.149.2 HTTP/1.1 facebookexternalhit/1.1+(+http://www.facebook.com/externalhit_uatext.php) - 206 18184 249
2019-02-19 09:11:47 GET /images/gallery/gallery-1.jpg - 66.220.149.2 HTTP/1.1 facebookexternalhit/1.1+(+http://www.facebook.com/externalhit_uatext.php) - 206 16168 249
2019-02-19 09:11:47 GET /images/gallery/gallery-6.jpg - 66.220.149.19 HTTP/1.1 facebookexternalhit/1.1+(+http://www.facebook.com/externalhit_uatext.php) - 206 20264 249
2019-02-19 09:11:47 GET /images/gallery/gallery-3.jpg - 66.220.149.37 HTTP/1.1 facebookexternalhit/1.1+(+http://www.facebook.com/externalhit_uatext.php) - 206 14767 249
